thread_id,doc_id,fecha,familia
H0004,6462,2016-10-06,16
H0004,1208,2016-10-11,11
H0004,1257,2017-01-07,13
H0004,1215,2017-01-19,8
H0004,11358,2017-01-20,0
H0004,6466,2017-02-01,0
H0004,6456,2017-03-28,0
H0004,6446,2017-04-21,0
H0004,6427,2017-06-15,0
H0004,1255,2017-07-27,0
H0004,17450,2017-08-14,6
H0004,6452,2017-10-06,0
H0004,8132,2017-11-28,22
H0004,6458,2018-01-19,18
H0004,17634,2018-06-12,0
H0004,6409,2018-06-29,0
H0004,6428,2018-07-09,0
H0004,6439,2019-04-15,0
H0004,9072,2019-05-16,0
H0004,17627,2019-06-09,26
H0004,6463,2019-12-18,18
H0004,6420,2020-02-24,0
H0004,6386,2020-03-23,0
H0004,6430,2020-04-07,0
H0004,6418,2020-06-24,0
H0004,6453,2020-06-24,0
H0004,6441,2020-06-25,0
H0004,6443,2020-06-25,0
H0004,6432,2020-08-20,27
H0004,6408,2021-01-31,0
H0004,6402,2021-02-03,0
H0004,6413,2021-02-12,0
H0004,11354,2021-03-05,10
H0004,6423,2021-08-17,0
H0004,6431,2021-08-19,0
H0004,6419,2021-09-03,0
H0004,6404,2021-10-01,0
H0004,6434,2021-11-04,0
H0004,1163,2021-11-23,13
H0004,1240,2021-11-23,13
H0004,1249,2022-01-14,13
H0004,1245,2022-02-06,13
H0004,6468,2023-03-20,27
H0004,6455,2024-12-30,27
H0005,1156,2010-12-29,0
H0005,1124,2011-04-08,0
H0005,9031,2011-04-30,0
H0005,11330,2011-05-09,9
H0005,11299,2011-05-10,0
H0005,11303,2011-05-11,0
H0005,11302,2011-05-13,0
H0005,18993,2011-05-13,0
H0005,1154,2011-05-14,-1
H0005,19005,2011-05-14,0
H0005,11306,2011-05-20,10
H0005,11336,2011-05-21,0
H0005,11318,2011-05-28,0
H0005,11326,2011-05-31,0
H0005,19019,2011-06-10,-1
H0005,1131,2011-09-05,0
H0005,1114,2012-02-18,11
H0005,19017,2012-04-05,0
H0005,9066,2012-04-09,0
H0005,1111,2012-05-31,0
H0005,1116,2013-03-12,0
H0005,1126,2013-03-24,11
H0005,1119,2013-05-31,0
H0005,18998,2014-06-03,0
H0005,1115,2014-06-09,0
H0005,11310,2014-06-09,0
H0005,11331,2014-06-09,0
H0005,1121,2014-06-10,25
H0005,1127,2014-06-10,0
H0005,1138,2014-06-10,27
H0005,7750,2014-06-10,27
H0005,8167,2014-06-10,0
H0005,11328,2014-06-10,0
H0005,17649,2014-06-10,-1
H0005,19002,2014-06-10,0
H0005,1137,2014-06-11,25
H0005,1150,2014-06-11,13
H0005,11312,2014-06-12,0
H0005,19000,2014-06-18,0
H0005,5361,2014-06-22,2
H0005,11316,2014-07-14,0
H0005,9033,2014-07-29,0
H0005,19012,2014-10-28,0
H0005,11290,2015-05-16,27
H0005,9062,2015-12-09,0
H0005,9050,2017-05-22,0
H0006,7071,2017-08-21,8
H0006,7076,2020-01-19,8
H0006,7069,2020-12-13,8
H0006,7077,2020-12-15,8
H0006,2097,2021-02-04,8
H0006,15281,2021-12-19,8
H0006,7078,2021-12-20,8
H0006,1965,2022-01-24,13
H0006,1960,2022-04-27,8
H0006,7102,2022-06-28,8
H0006,7073,2022-06-29,8
H0006,7120,2022-10-26,8
H0006,7080,2022-10-27,8
H0006,2121,2023-04-18,15
H0006,7067,2023-04-28,8
H0006,7083,2023-08-10,8
H0006,2111,2024-01-13,-1
H0006,1958,2024-01-25,13
H0006,2108,2024-04-03,8
H0006,2110,2024-04-26,11
H0006,2043,2024-04-29,-1
H0006,2049,2024-04-29,-1
H0006,1944,2024-06-08,8
H0006,2023,2024-09-09,22
H0006,15274,2024-09-10,22
H0006,1963,2025-01-27,25
H0006,7054,2025-07-19,22
H0006,7048,2025-07-23,8
H0006,1891,2025-07-30,5
H0006,7052,2025-07-30,8
H0006,1876,2025-08-18,8
H0006,15228,2025-09-23,8
H0006,1922,2025-10-09,13
H0006,2019,2025-10-10,8
H0007,1781,2013-04-10,10
H0007,1821,2013-04-11,10
H0007,6449,2013-04-22,0
H0007,1804,2013-06-07,14
H0007,15187,2013-10-18,5
H0007,6460,2014-03-03,0
H0007,15188,2014-03-10,10
H0007,15195,2014-03-11,5
H0007,6003,2014-04-11,10
H0007,6450,2014-08-25,0
H0007,1779,2015-01-22,13
H0007,6437,2015-01-23,10
H0007,1783,2015-02-11,10
H0007,15193,2015-03-24,5
H0007,1825,2015-05-14,5
H0007,15176,2015-11-27,5
H0007,15191,2017-03-26,5
H0007,15177,2017-12-20,10
H0007,1770,2018-01-19,14
H0007,17003,2018-01-20,10
H0007,1813,2018-01-22,11
H0007,17376,2018-01-22,6
H0007,1793,2018-01-23,10
H0007,15175,2018-10-22,10
H0007,3418,2020-01-23,10
H0007,15179,2020-02-17,10
H0007,1778,2020-08-09,2
H0007,1807,2020-09-17,14
H0007,1810,2020-09-17,14
H0007,15185,2020-09-17,10
H0007,19035,2021-03-25,10
H0007,15196,2022-02-10,5
H0008,11838,2013-08-30,8
H0008,2085,2013-12-05,8
H0008,11858,2015-02-06,8
H0008,18814,2015-03-02,8
H0008,15303,2015-03-05,8
H0008,7130,2015-03-10,8
H0008,7141,2015-03-10,8
H0008,7132,2015-03-11,8
H0008,19211,2015-03-16,3
H0008,19212,2015-03-16,8
H0008,2064,2015-03-19,11
H0008,2092,2015-03-22,11
H0008,11851,2015-03-24,23
H0008,2084,2015-04-13,11
H0008,15288,2015-04-14,8
H0008,11834,2015-04-23,7
H0008,7116,2015-09-03,8
H0008,11855,2015-09-28,8
H0008,7103,2015-10-14,8
H0008,7104,2015-10-30,8
H0008,7095,2016-05-18,8
H0008,7114,2016-08-17,8
H0008,2070,2019-07-24,13
H0008,11842,2019-09-20,7
H0008,11860,2020-05-12,8
H0008,7111,2020-08-08,8
H0008,7118,2022-08-08,8
H0009,1547,2016-11-20,13
H0009,22237,2017-08-09,0
H0009,22187,2018-03-21,0
H0009,22231,2018-08-28,0
H0009,22246,2018-10-03,0
H0009,22244,2018-11-24,0
H0009,22224,2018-12-14,0
H0009,22223,2019-09-03,0
H0009,22217,2019-09-13,0
H0009,22230,2020-04-14,0
H0009,1543,2021-10-22,13
H0009,22234,2021-12-15,0
H0009,22226,2022-04-08,0
H0009,22227,2022-04-27,0
H0009,1544,2023-07-20,27
H0009,22183,2024-03-03,0
H0009,22240,2024-03-04,0
H0009,22219,2024-11-29,0
H0009,1545,2025-06-03,13
H0009,22194,2025-06-13,0
H0009,22214,2025-06-16,0
H0009,22216,2025-06-16,0
H0009,22199,2025-06-17,0
H0009,22210,2025-06-23,0
H0010,5322,2024-12-20,2
H0010,5323,2024-12-20,2
H0010,5591,2024-12-20,2
H0010,5328,2024-12-23,2
H0010,19968,2025-01-18,26
H0010,23163,2025-02-23,26
H0010,5315,2025-02-24,26
H0010,5477,2025-03-06,26
H0010,5557,2025-03-18,26
H0010,17227,2025-04-03,6
H0010,5476,2025-06-30,2
H0010,5472,2025-12-11,26
H0010,5180,2025-12-12,26
