thread_id,doc_id
E0000,1756
E0000,1757
E0000,1758
E0000,1761
E0000,1773
E0000,1774
E0000,1775
E0000,1777
E0000,1784
E0000,1789
E0000,1792
E0000,1794
E0000,1797
E0000,1805
E0000,1806
E0000,1808
E0000,1811
E0000,1819
E0000,1820
E0000,1822
E0000,1823
E0000,1826
E0000,1827
E0000,1831
E0000,1833
E0000,1839
E0000,1840
E0000,1843
E0000,1844
E0000,1846
E0000,1848
E0000,1851
E0000,1852
E0000,1855
E0000,1858
E0000,1859
E0000,1860
E0000,1861
E0000,1862
E0000,1864
E0000,1867
E0000,1868
E0000,1869
E0000,1870
E0000,1871
E0000,1872
E0000,1873
E0000,1874
E0000,1877
E0000,1881
E0000,1883
E0000,1884
E0000,1885
E0000,1886
E0000,1887
E0000,1888
E0000,1889
E0000,1890
E0000,1892
E0000,1893
E0000,1895
E0000,1898
E0000,1899
E0000,1900
E0000,1901
E0000,1902
E0000,1903
E0000,1904
E0000,1905
E0000,1906
E0000,1908
E0000,1909
E0000,1910
E0000,1911
E0000,1912
E0000,1913
E0000,1915
E0000,1916
E0000,1917
E0000,1918
E0000,1919
E0000,1920
E0000,1921
E0000,1923
E0000,1925
E0000,1926
E0000,1927
E0000,1928
E0000,1929
E0000,1930
E0000,1931
E0000,1932
E0000,1933
E0000,1934
E0000,1935
E0000,1936
E0000,1937
E0000,1938
E0000,1939
E0000,1940
E0000,1941
E0000,1943
E0000,1945
E0000,1946
E0000,1947
E0000,1948
E0000,1949
E0000,1950
E0000,1951
E0000,1952
E0000,1953
E0000,1954
E0000,1955
E0000,1956
E0000,1957
E0000,1959
E0000,1962
E0000,1964
E0000,1966
E0000,1967
E0000,1969
E0000,1970
E0000,1972
E0000,1974
E0000,1976
E0000,1980
E0000,1986
E0000,1987
E0000,1988
E0000,1990
E0000,1998
E0000,1999
E0000,2000
E0000,2002
E0000,2004
E0000,2006
E0000,2007
E0000,2010
E0000,2011
E0000,2012
E0000,2013
E0000,2016
E0000,2017
E0000,2018
E0000,2028
E0000,2030
E0000,2031
E0000,2032
E0000,2033
E0000,2037
E0000,2039
E0000,2040
E0000,2041
E0000,2042
E0000,2044
E0000,2045
E0000,2046
E0000,2047
E0000,2050
E0000,2053
E0000,2054
E0000,2056
E0000,2057
E0000,2060
E0000,2061
E0000,2063
E0000,2066
E0000,2067
E0000,2068
E0000,2069
E0000,2078
E0000,2082
E0000,2086
E0000,2090
E0000,2094
E0000,2100
E0000,2102
E0000,2105
E0000,2109
E0000,2112
E0000,2116
E0000,2118
E0000,2119
E0000,2120
E0000,2122
E0000,2123
E0000,2124
E0000,2125
E0000,2126
E0000,2128
E0000,2129
E0000,2130
E0000,2131
E0000,2137
E0000,2138
E0000,2144
E0000,2145
E0000,2160
E0000,2163
E0000,2173
E0000,2175
E0000,2178
E0000,2179
E0000,2183
E0000,2189
E0000,2195
E0000,2197
E0000,2199
E0000,2201
E0000,2205
E0000,2206
E0000,2209
E0000,2210
E0000,2211
E0000,2213
E0000,2214
E0000,2217
E0000,2227
E0000,2228
E0000,2232
E0000,2240
E0000,2241
E0000,2242
E0000,2243
E0000,2244
E0000,2246
E0000,2247
E0000,2248
E0000,2249
E0000,2250
E0000,2251
E0000,2252
E0000,2253
E0000,2254
E0000,2255
E0000,2257
E0000,2260
E0000,2261
E0000,2263
E0000,2264
E0000,2265
E0000,2293
E0000,2294
E0000,2295
E0000,2296
E0000,2302
E0000,2304
E0000,2305
E0000,2307
E0000,2308
E0000,2309
E0000,2311
E0000,2364
E0000,2368
E0000,2372
E0000,2377
E0000,2420
E0000,2424
E0000,2425
E0000,2426
E0000,2427
E0000,2430
E0000,2431
E0000,2434
E0000,2435
E0000,2436
E0000,2438
E0000,2442
E0000,2444
E0000,2448
E0000,2483
E0000,2484
E0000,2485
E0000,2486
E0000,2487
E0000,2488
E0000,2489
E0000,2490
E0000,2491
E0000,2492
E0000,2493
E0000,2494
E0000,2495
E0000,2496
E0000,2497
E0000,2499
E0000,2500
E0000,2501
E0000,2502
E0000,2503
E0000,2504
E0000,2505
E0000,2507
E0000,2509
E0000,2513
E0000,2516
E0000,2519
E0000,2522
E0000,2548
E0000,2550
E0000,2556
E0000,2571
E0000,2572
E0000,2574
E0000,2608
E0000,2609
E0000,2612
E0000,2619
E0000,2623
E0000,2624
E0000,2626
E0000,2636
E0000,2639
E0000,2641
E0000,2692
E0000,2693
E0000,2694
E0000,2695
E0000,2696
E0000,2697
E0000,2698
E0000,2699
E0000,2700
E0000,2701
E0000,2702
E0000,2703
E0000,2704
E0000,2705
E0000,2706
E0000,2707
E0000,2709
E0000,2710
E0000,2711
E0000,2712
E0000,2713
E0000,2714
E0000,2715
E0000,2716
E0000,2717
E0000,2718
E0000,2719
E0000,2720
E0000,2721
E0000,2723
E0000,2724
E0000,2725
E0000,2726
E0000,2727
E0000,2728
E0000,2730
E0000,2731
E0000,2732
E0000,2733
E0000,2734
E0000,2735
E0000,2736
E0000,2737
E0000,2738
E0000,2739
E0000,2740
E0000,2741
E0000,2742
E0000,2743
E0000,2745
E0000,2746
E0000,2750
E0000,2751
E0000,2752
E0000,2753
E0000,2754
E0000,2755
E0000,2756
E0000,2757
E0000,2758
E0000,2759
E0000,2760
E0000,2763
E0000,2764
E0000,2767
E0000,2770
E0000,2771
E0000,2772
E0000,2773
E0000,2774
E0000,2775
E0000,2776
E0000,2779
E0000,2781
E0000,2782
E0000,2783
E0000,2784
