thread_id,doc_id,fecha,familia
H0000,93,2025-09-16,13
H0000,3942,2025-09-16,24
H0000,1064,2025-09-16,13
H0000,1231,2025-09-16,13
H0000,4555,2025-09-16,24
H0000,4560,2025-09-16,24
H0000,4562,2025-09-16,24
H0000,1652,2025-09-17,7
H0000,7197,2025-09-17,7
H0000,19044,2025-09-17,7
H0000,2078,2025-09-17,11
H0000,4225,2025-09-17,24
H0000,84,2025-09-20,25
H0000,4018,2025-09-20,24
H0000,306,2025-09-21,25
H0000,19043,2025-09-22,7
H0000,1669,2025-09-22,13
H0000,1860,2025-09-22,5
H0000,4552,2025-09-22,24
H0000,1661,2025-09-23,-1
H0000,1078,2025-09-24,11
H0000,1162,2025-09-29,13
H0000,1656,2025-09-29,14
H0000,34,2025-09-30,13
H0000,78,2025-09-30,14
H0000,135,2025-09-30,14
H0000,188,2025-09-30,14
H0000,189,2025-09-30,14
H0000,223,2025-09-30,14
H0000,8532,2025-09-30,18
H0000,1465,2025-09-30,14
H0000,1775,2025-09-30,14
H0000,1777,2025-09-30,14
H0000,67,2025-10-01,14
H0000,185,2025-10-01,14
H0000,1784,2025-10-01,14
H0000,1157,2025-10-02,13
H0000,294,2025-10-03,1
H0000,2082,2025-10-04,13
H0000,708,2025-10-07,1
H0000,5050,2025-10-07,1
H0000,293,2025-10-08,1
H0000,2901,2025-10-08,1
H0000,4559,2025-10-08,24
H0000,7372,2025-10-08,0
H0000,10516,2025-10-09,16
H0000,16985,2025-10-09,-1
H0000,1774,2025-10-09,14
H0000,1815,2025-10-10,11
H0000,3947,2025-10-10,24
H0000,2222,2025-10-11,15
H0000,4724,2025-10-11,26
H0000,8538,2025-10-12,18
H0000,16987,2025-10-13,13
H0000,7605,2025-10-13,-1
H0000,7631,2025-10-14,-1
H0000,1461,2025-10-16,14
H0000,1773,2025-10-17,14
H0000,2102,2025-10-17,13
H0000,4323,2025-10-17,6
H0000,5024,2025-10-17,26
H0000,1469,2025-10-20,13
H0000,1462,2025-10-22,13
H0000,1268,2025-10-23,14
H0000,3572,2025-10-24,24
H0000,1690,2025-10-26,5
H0000,1385,2025-10-27,25
H0000,1528,2025-10-27,11
H0000,1904,2025-10-27,5
H0000,17371,2025-11-03,6
H0000,2068,2025-11-04,13
H0000,5454,2025-11-04,2
H0000,1158,2025-11-05,13
H0000,7573,2025-11-05,-1
H0000,7616,2025-11-05,-1
H0000,7563,2025-11-06,-1
H0000,15153,2025-11-09,7
H0000,1641,2025-11-10,5
H0000,1844,2025-11-10,5
H0000,1855,2025-11-10,5
H0000,1862,2025-11-10,5
H0000,1886,2025-11-10,5
H0000,1888,2025-11-10,5
H0000,1885,2025-11-11,5
H0000,7617,2025-11-13,-1
H0000,1859,2025-11-14,5
H0000,7634,2025-11-14,-1
H0000,7637,2025-11-14,-1
H0000,1681,2025-11-17,5
H0000,7636,2025-11-17,-1
H0000,2086,2025-11-19,25
H0000,904,2025-11-20,25
H0000,1065,2025-11-20,25
H0000,4568,2025-11-20,24
H0000,5470,2025-11-21,2
H0000,1872,2025-11-22,5
