doc_i,doc_j,dias,s_ref,s_emb,w
1121,11310,1,0.5541,0.7496,0.6128
1121,11312,2,0.5541,0.6414,0.5803
1121,18998,7,0.5541,0.7037,0.599
1121,19000,8,0.5541,0.6516,0.5834
1121,19017,796,0.5541,0.6805,0.592
1123,1126,46,0.3147,0.8334,0.4703
1124,1131,150,0.4615,0.717,0.5382
1124,1154,36,0.4615,0.6127,0.5069
1124,1156,100,0.4615,0.7168,0.5381
1124,11299,32,0.3147,0.7797,0.4542
1124,11302,35,0.4615,0.6003,0.5032
1124,11303,33,0.4615,0.7409,0.5453
1124,11318,50,0.4615,0.6468,0.5171
1124,11326,53,0.4615,0.7447,0.5465
1124,11330,31,0.4615,0.6357,0.5138
1124,11336,43,0.4615,0.4953,0.4716
1124,18993,35,0.4615,0.6003,0.5032
1124,19005,36,0.4615,0.6752,0.5256
1124,19017,363,0.4615,0.6506,0.5183
1124,19019,63,0.4615,0.5585,0.4906
1126,11303,683,0.6147,0.572,0.6019
1127,1137,1,0.8147,0.7256,0.788
1127,11310,1,0.4615,0.9223,0.5998
1127,11316,34,0.3147,0.8839,0.4854
1127,11331,1,0.4615,0.956,0.6099
1127,18998,7,0.3147,0.8489,0.475
1127,19000,8,0.4615,0.8903,0.5902
1127,19012,140,0.4615,0.8539,0.5792
1131,1154,114,0.4615,0.6321,0.5127
1131,1156,250,0.4615,0.7941,0.5613
1131,9066,217,0.3147,0.9455,0.5039
1131,11299,118,0.3147,0.8817,0.4848
1131,11302,115,0.4615,0.7027,0.5339
1131,11303,117,0.4615,0.8869,0.5892
1131,11318,100,0.4615,0.7667,0.5531
1131,11326,97,0.4615,0.8887,0.5897
1131,11330,119,0.4615,0.7051,0.5346
1131,11336,107,0.4615,0.5345,0.4834
1131,18993,115,0.4615,0.7027,0.5339
1131,19005,114,0.4615,0.7704,0.5542
1131,19017,213,0.4615,0.8179,0.5684
1131,19019,87,0.4615,0.5693,0.4939
1137,1138,1,0.3147,0.9005,0.4904
1137,11310,2,0.4615,0.7462,0.5469
1137,11331,2,0.4615,0.7418,0.5456
1137,17649,1,0.5147,0.6532,0.5562
1137,19000,7,0.4615,0.6255,0.5107
1137,19002,1,0.4615,0.7175,0.5383
1137,19012,139,0.4615,0.6593,0.5209
1138,1150,1,0.3147,0.813,0.4642
1138,5361,12,0.5541,0.5045,0.5392
1138,9050,1077,0.5541,0.6487,0.5825
1138,11310,1,0.5541,0.6889,0.5946
1138,11312,2,0.5541,0.5859,0.5637
1138,18998,7,0.5541,0.6028,0.5687
1138,19000,8,0.5541,0.5923,0.5656
1138,19017,796,0.5541,0.6044,0.5692
1140,1146,36,0.3147,0.7823,0.455
1150,8167,1,0.5147,0.5354,0.5209
1150,9033,48,0.5592,0.6448,0.5849
1150,9062,546,0.7592,0.6666,0.7314
1150,9066,793,0.5592,0.7473,0.6156
1150,11290,339,0.5592,0.4731,0.5334
1150,17649,1,0.7592,0.6658,0.7312
1150,19002,1,0.5592,0.7002,0.6015
1154,1156,136,0.5147,0.5463,0.5242
1154,9031,14,0.5147,0.5951,0.5388
1154,11302,1,0.4615,0.574,0.4953
1154,11303,3,0.4615,0.6491,0.5178
1154,11318,14,0.4615,0.555,0.4896
1154,11326,17,0.4615,0.6286,0.5116
1154,11330,5,0.4615,0.5571,0.4902
1154,11336,7,0.4615,0.4235,0.4501
1154,18993,1,0.4615,0.574,0.4953
1154,19017,327,0.4615,0.6094,0.5059
1154,19019,27,0.4615,0.4384,0.4546
1156,9031,122,0.5147,0.6337,0.5504
1156,9066,467,0.5592,0.7922,0.6291
1156,11299,132,0.3147,0.833,0.4702
1156,11302,135,0.4615,0.6949,0.5315
1156,11303,133,0.4615,0.846,0.5769
1156,11306,142,0.5592,0.5582,0.5589
1156,11318,150,0.4615,0.7401,0.5451
1156,11326,153,0.4615,0.8223,0.5698
1156,11330,131,0.4615,0.6582,0.5205
1156,11336,143,0.4615,0.5631,0.492
1156,18993,135,0.4615,0.6949,0.5315
1156,19005,136,0.4615,0.7868,0.5591
1156,19019,163,0.706,0.5376,0.6555
1163,1245,75,0.2894,0.9223,0.4793
1163,1249,52,0.2894,0.8988,0.4723
1163,6408,296,0.4793,0.6958,0.5442
1171,1258,250,0.3814,0.7691,0.4977
1171,6397,105,0.3814,0.6601,0.465
1171,6401,172,0.5637,0.6827,0.5994
1171,6421,22,0.5637,0.5825,0.5693
1171,6435,163,0.3814,0.6417,0.4595
1171,6442,251,0.3814,0.6136,0.4511
1184,6458,41,0.2894,0.9068,0.4747
1185,1241,902,0.5628,0.499,0.5437
1185,12993,817,0.5628,0.3934,0.512
1194,1204,342,0.3209,0.9143,0.4989
1194,9071,693,0.5201,0.6314,0.5535
1194,19021,93,0.5637,0.8585,0.6521
1194,6445,850,0.5637,0.8297,0.6435
1194,6469,647,0.5637,0.7106,0.6077
1196,1217,96,0.4717,0.5738,0.5024
1196,1243,181,0.4281,0.6333,0.4897
1196,1257,711,0.6104,0.5946,0.6056
1196,8119,95,0.4281,0.5986,0.4793
1196,8132,1036,0.6104,0.5647,0.5967
1196,9069,178,0.4717,0.7209,0.5465
1196,17450,930,0.6104,0.5876,0.6036
1196,6415,171,0.4717,0.749,0.5549
1196,6438,14,0.4717,0.7013,0.5406
1196,6464,14,0.4717,0.7127,0.544
1196,6465,146,0.4717,0.6467,0.5242
1196,6467,309,0.4717,0.6245,0.5176
1196,6470,14,0.4717,0.7358,0.551
1208,17450,307,0.4793,0.5519,0.5011
1208,6466,113,0.4793,0.5273,0.4937
1215,1256,277,0.4717,0.6973,0.5394
1215,1257,12,0.4717,0.6888,0.5368
1215,8132,313,0.4717,0.6828,0.535
1215,9072,847,0.6406,0.5794,0.6222
1215,17450,207,0.4717,0.5837,0.5053
1215,6427,147,0.4717,0.6998,0.5401
1215,6446,92,0.6406,0.5908,0.6257
1215,6447,106,0.4583,0.632,0.5104
1215,6452,260,0.6406,0.6673,0.6486
1215,6456,68,0.4717,0.7078,0.5425
1215,6458,365,0.4717,0.5611,0.4985
1215,6462,105,0.4583,0.5875,0.4971
1215,6466,13,0.4717,0.5931,0.5081
1217,9069,82,0.4717,0.6655,0.5298
1217,6415,75,0.4717,0.7074,0.5424
1217,6438,82,0.4717,0.6273,0.5184
1217,6464,82,0.4717,0.6268,0.5182
1217,6465,50,0.4717,0.7637,0.5593
1217,6470,82,0.4717,0.6604,0.5283
1222,1257,114,0.2894,0.8534,0.4586
1226,1255,295,0.6233,0.6146,0.6207
1226,9070,69,0.4419,0.6264,0.4972
1226,6469,511,0.5759,0.4708,0.5444
1227,1255,295,0.6233,0.8036,0.6774
1227,6445,308,0.3814,0.7197,0.4829
1227,6471,181,0.3814,0.7848,0.5024
1234,1235,1,0.7894,0.6257,0.7403
1234,1251,306,0.5894,0.7052,0.6242
1235,1251,305,0.5894,0.5518,0.5781
1235,6386,199,0.2894,0.8503,0.4577
1235,6397,197,0.3,0.8023,0.4507
1235,6443,105,0.2894,0.8516,0.4581
1240,1245,75,0.2894,0.8723,0.4643
1240,1249,52,0.2894,0.8264,0.4505
1240,6413,284,0.5313,0.609,0.5546
1240,6434,19,0.5313,0.6414,0.5643
1240,6468,482,0.5313,0.614,0.5561
1241,12992,1028,0.5628,0.3934,0.512
1241,12993,85,0.5628,0.3934,0.512
1243,8119,86,0.4281,0.7626,0.5284
1243,6415,10,0.4894,0.769,0.5733
1245,1249,23,0.5742,0.8964,0.6709
1245,11354,338,0.5742,0.7981,0.6414
1245,17627,973,0.5742,0.6925,0.6097
1248,1258,328,0.3814,0.7276,0.4853
1248,11355,520,0.6547,0.6138,0.6425
1248,6398,354,0.6547,0.5538,0.6245
1249,11354,315,0.5742,0.7246,0.6193
1249,17627,950,0.5742,0.6198,0.5879
1255,9071,760,0.5201,0.5377,0.5254
1255,6426,295,0.6233,0.8081,0.6787
1256,1257,265,0.4717,0.4938,0.4783
1256,6456,345,0.4717,0.6042,0.5115
1256,6466,290,0.4717,0.493,0.4781
1256,6467,137,0.4717,0.5562,0.4971
1257,8132,325,0.6104,0.6319,0.6168
1257,9070,163,0.4894,0.6946,0.551
1257,11358,13,0.4281,0.5138,0.4538
1257,17450,219,0.6104,0.5248,0.5847
1257,6427,159,0.6717,0.6411,0.6625
1257,6446,104,0.4717,0.5843,0.5055
1257,6452,272,0.4717,0.5176,0.4855
1257,6456,80,0.4717,0.6977,0.5395
1257,6466,25,0.4717,0.6322,0.5198
1258,6397,355,0.3814,0.7936,0.5051
1258,6421,228,0.3814,0.6371,0.4581
1258,6435,87,0.6233,0.6399,0.6283
1258,6440,5,0.3814,0.6525,0.4627
1258,6442,1,0.6233,0.647,0.6304
1314,18293,284,0.5,0.3595,0.4578
1364,9092,402,0.9378,0.376,0.7693
1364,6375,539,0.6645,0.3639,0.5743
1475,15087,285,0.453,0.6279,0.5055
1504,1505,29,0.827,0.8283,0.8274
1504,6225,57,0.6,0.7269,0.6381
1504,7252,922,0.6674,0.6687,0.6678
1504,9109,806,0.6674,0.5899,0.6441
1504,9115,439,0.6674,0.5592,0.6349
1504,11188,148,0.4404,0.6245,0.4956
1504,23109,141,0.3866,0.642,0.4632
1504,6017,51,0.827,0.6012,0.7593
1504,6036,53,0.4404,0.5771,0.4814
1504,6351,10,0.827,0.6331,0.7688
1505,6225,86,0.6,0.7522,0.6457
1505,7252,893,0.6674,0.7892,0.7039
1505,9109,777,0.6674,0.6526,0.663
1505,9115,468,0.6674,0.6419,0.6597
1505,11188,177,0.4404,0.7005,0.5184
1505,23109,170,0.3866,0.7299,0.4896
1505,6017,22,0.827,0.6779,0.7823
1505,6036,24,0.4404,0.6581,0.5057
1505,6351,39,0.827,0.7164,0.7938
1511,15112,722,0.8835,0.6753,0.8211
1511,17104,720,0.8835,0.6647,0.8179
1511,5929,153,0.436,0.5676,0.4755
1511,6019,397,0.6978,0.6976,0.6977
1511,6023,288,0.6978,0.7058,0.7002
1511,6038,427,0.6978,0.6325,0.6782
1541,7402,337,0.5,0.6403,0.5421
1543,22217,770,0.6032,0.7736,0.6543
1543,22223,780,0.6504,0.6512,0.6506
1543,22224,1043,0.6504,0.6612,0.6536
1543,22226,168,0.4032,0.6462,0.4761
1543,22227,187,0.6032,0.6215,0.6086
1543,22230,556,0.6504,0.7448,0.6787
1543,22234,54,0.6504,0.7052,0.6668
1544,22183,227,0.8954,0.6767,0.8298
1544,22194,694,0.6312,0.6724,0.6435
1544,22216,697,0.6312,0.666,0.6416
1544,22240,228,0.8954,0.6441,0.82
1545,22219,186,0.5,0.6112,0.5334
1547,22231,646,0.6674,0.5284,0.6257
1547,22237,262,0.6674,0.6408,0.6594
1554,1563,217,0.4205,0.7999,0.5343
1554,1570,72,0.4205,0.7281,0.5127
1554,1572,219,0.4205,0.7819,0.5289
1554,1586,218,0.4205,0.7422,0.517
1554,1588,245,0.4205,0.5932,0.4723
1554,1590,185,0.4205,0.6592,0.4921
1554,1591,230,0.4205,0.6683,0.4948
1554,1652,34,0.4205,0.5879,0.4707
1554,1658,247,0.4205,0.5664,0.4642
1554,1676,86,0.4205,0.6457,0.488
1554,1679,99,0.4205,0.5827,0.4691
1554,1685,79,0.4205,0.5328,0.4541
1554,1686,230,0.4205,0.5878,0.4707
1554,1692,241,0.4205,0.5956,0.473
1554,7137,63,0.4205,0.6201,0.4804
1554,7166,247,0.4205,0.7223,0.511
1554,7170,76,0.4205,0.5665,0.4643
1554,7179,247,0.4205,0.6249,0.4818
1554,7197,34,0.4572,0.6335,0.5101
1554,7205,224,0.4205,0.6766,0.4973
1554,7216,247,0.4205,0.6786,0.4979
1554,15120,1,0.4205,0.6149,0.4788
1554,15123,238,0.4205,0.6972,0.5035
1554,15126,217,0.4205,0.6657,0.494
1554,15127,177,0.4205,0.7143,0.5086
1554,15131,216,0.4205,0.6708,0.4956
1554,16790,63,0.4205,0.5746,0.4667
1554,17279,226,0.4205,0.6601,0.4924
1554,18323,234,0.4205,0.5769,0.4674
1554,19044,34,0.4205,0.6242,0.4816
1554,19050,89,0.4205,0.6594,0.4921
1554,19052,111,0.4205,0.6242,0.4816
1554,23173,234,0.4205,0.6541,0.4906
1557,1559,231,0.5357,0.9746,0.6674
1557,1594,229,0.3725,0.67,0.4617
1557,1640,952,0.5357,0.7934,0.613
1557,1662,231,0.5357,0.8398,0.6269
1557,1677,99,0.5357,0.7832,0.61
1557,1688,253,0.3725,0.7588,0.4884
1557,1689,248,0.5357,0.8349,0.6255
1557,15130,235,0.5357,0.5115,0.5285
1557,15132,258,0.5357,0.742,0.5976
1557,16792,240,0.3725,0.6909,0.468
1557,16796,231,0.3725,0.6541,0.457
1557,17369,951,0.5357,0.5837,0.5501
1557,17588,75,0.3725,0.6622,0.4594
1557,19043,26,0.5357,0.7637,0.6041
1559,1591,12,0.3394,0.726,0.4554
1559,1594,2,0.3725,0.6441,0.454
1559,1614,1007,0.5357,0.7631,0.6039
1559,1640,721,0.5357,0.804,0.6162
1559,1677,132,0.5357,0.7652,0.6046
1559,1688,22,0.3725,0.7113,0.4741
1559,1689,17,0.5357,0.8399,0.627
1559,5870,21,0.5436,0.3661,0.4904
1559,15130,4,0.5357,0.475,0.5175
1559,15132,27,0.5357,0.6959,0.5838
1559,16792,9,0.3725,0.6601,0.4588
1559,17369,720,0.7068,0.5612,0.6631
1559,17588,156,0.3725,0.6322,0.4504
1559,19043,257,0.5357,0.7275,0.5933
1559,19052,329,0.3343,0.7483,0.4585
1563,1565,1,0.2572,0.9224,0.4568
1563,1570,145,0.4205,0.9005,0.5645
1563,1572,2,0.5533,0.8867,0.6533
1563,1586,1,0.4205,0.8477,0.5486
1563,1588,28,0.4205,0.6706,0.4955
1563,1590,32,0.4205,0.5827,0.4691
1563,1591,13,0.4205,0.7837,0.5294
1563,1652,251,0.5502,0.7049,0.5966
1563,1658,30,0.5533,0.7569,0.6144
1563,1665,1088,0.5502,0.7456,0.6088
1563,1666,722,0.6205,0.6414,0.6267
1563,1668,1008,0.5502,0.7821,0.6198
1563,1676,131,0.4205,0.8057,0.536
1563,1679,118,0.5502,0.7946,0.6235
1563,1683,203,0.4205,0.6413,0.4867
1563,1684,217,0.4205,0.7219,0.5109
1563,1685,138,0.4205,0.733,0.5142
1563,1686,13,0.4205,0.8024,0.535
1563,1692,24,0.4205,0.7751,0.5268
1563,1735,720,0.5502,0.7464,0.6091
1563,7137,154,0.4205,0.6456,0.488
1563,7166,30,0.5533,0.8109,0.6306
1563,7170,141,0.4205,0.6936,0.5024
1563,7172,155,0.5533,0.6231,0.5743
1563,7179,30,0.6205,0.721,0.6506
1563,7186,40,0.3901,0.6758,0.4758
1563,7190,154,0.3901,0.7121,0.4867
1563,7205,7,0.4205,0.7456,0.518
1563,7212,30,0.3901,0.7239,0.4903
1563,7216,30,0.5533,0.775,0.6198
1563,15120,218,0.4205,0.6869,0.5004
1563,15123,21,0.4205,0.7576,0.5216
1563,15127,40,0.4205,0.7717,0.5258
1563,15131,1,0.6205,0.782,0.6689
1563,15137,559,0.5533,0.7341,0.6076
1563,15146,1008,0.5502,0.6074,0.5674
1563,15148,722,0.6205,0.7621,0.663
1563,15166,903,0.5502,0.6752,0.5877
1563,16790,154,0.4205,0.6547,0.4907
1563,16794,1,0.387,0.7773,0.5041
1563,17279,9,0.4205,0.7399,0.5163
1563,18323,17,0.4205,0.6385,0.4859
1563,19044,251,0.5502,0.6904,0.5923
1563,19050,128,0.4205,0.7691,0.525
1563,19052,328,0.4205,0.7056,0.506
1563,23164,721,0.5502,0.7847,0.6206
1563,23170,1093,0.5502,0.7022,0.5958
1563,23173,17,0.5502,0.7594,0.613
1570,1572,147,0.4205,0.8901,0.5613
1570,1586,146,0.4205,0.8743,0.5566
1570,1588,173,0.4205,0.6135,0.4784
1570,1590,113,0.4205,0.5839,0.4695
1570,1591,158,0.4205,0.7855,0.53
1570,1652,106,0.4205,0.8063,0.5362
1570,1658,175,0.4205,0.8452,0.5479
1570,1676,14,0.4205,0.8724,0.556
1570,1679,27,0.4205,0.8666,0.5543
1570,1683,58,0.4205,0.6851,0.4999
1570,1684,72,0.4205,0.7714,0.5257
1570,1685,7,0.4205,0.8118,0.5378
1570,1686,158,0.4205,0.8651,0.5539
1570,1692,169,0.4205,0.8859,0.5601
1570,7137,9,0.4205,0.7176,0.5096
1570,7166,175,0.4205,0.7921,0.5319
1570,7170,4,0.4205,0.796,0.5331
1570,7172,10,0.4205,0.712,0.5079
1570,7179,175,0.4205,0.7238,0.5115
1570,7205,152,0.4205,0.8176,0.5396
1570,7216,175,0.4205,0.8373,0.5455
1570,15120,73,0.4205,0.7707,0.5255
1570,15123,166,0.4205,0.8193,0.5401
1570,15126,145,0.4205,0.6892,0.5011
1570,15127,105,0.4205,0.8105,0.5375
1570,15131,144,0.4205,0.8175,0.5396
1570,16790,9,0.4205,0.6724,0.496
1570,17279,154,0.4205,0.789,0.531
1570,18323,162,0.4205,0.6498,0.4893
1570,19044,106,0.4205,0.7575,0.5216
1570,19050,17,0.4205,0.8378,0.5457
1570,19052,183,0.4205,0.7711,0.5256
1570,23173,162,0.4205,0.8065,0.5363
1572,1586,1,0.4205,0.8654,0.5539
1572,1588,26,0.4205,0.617,0.4794
1572,1590,34,0.4205,0.5886,0.4709
1572,1591,11,0.4205,0.7767,0.5273
1572,1652,253,0.4205,0.6765,0.4973
1572,1658,28,0.5533,0.7726,0.6191
1572,1666,720,0.5533,0.6352,0.5779
1572,1676,133,0.4205,0.821,0.5406
1572,1679,120,0.4205,0.7919,0.5319
1572,1683,205,0.4205,0.6407,0.4865
1572,1684,219,0.4205,0.7129,0.5082
1572,1685,140,0.4205,0.7335,0.5144
1572,1686,11,0.4205,0.8078,0.5367
1572,1692,22,0.4205,0.7893,0.5311
1572,1719,2,0.3901,0.6455,0.4667
1572,7137,156,0.4205,0.621,0.4806
1572,7166,28,0.5533,0.8038,0.6285
1572,7170,143,0.4205,0.6687,0.4949
1572,7172,157,0.5533,0.6183,0.5728
1572,7179,28,0.5533,0.6979,0.5967
1572,7186,42,0.3901,0.6424,0.4658
1572,7190,156,0.3901,0.7055,0.4847
1572,7205,5,0.4205,0.7443,0.5176
1572,7212,28,0.3901,0.7096,0.486
1572,7216,28,0.5533,0.7517,0.6128
1572,15120,220,0.4205,0.6562,0.4912
1572,15123,19,0.4205,0.7632,0.5233
1572,15126,2,0.4205,0.6845,0.4997
1572,15127,42,0.4205,0.7762,0.5272
1572,15131,3,0.5533,0.7845,0.6227
1572,15137,557,0.5533,0.7464,0.6113
1572,15148,720,0.5533,0.7555,0.614
1572,16790,156,0.4205,0.6378,0.4856
1572,17279,7,0.4205,0.7094,0.5071
1572,18323,15,0.4205,0.6278,0.4826
1572,19044,253,0.4205,0.6582,0.4918
1572,19050,130,0.4205,0.7392,0.5161
1572,19052,330,0.4205,0.6692,0.4951
1572,23173,15,0.4205,0.7493,0.5191
1577,1619,698,0.6632,0.751,0.6895
1577,17267,250,0.7961,0.516,0.7121
1586,1588,27,0.4205,0.5832,0.4693
1586,1590,33,0.4205,0.5455,0.458
1586,1591,12,0.4205,0.8053,0.5359
1586,1652,252,0.4205,0.7605,0.5225
1586,1658,29,0.4205,0.7468,0.5183
1586,1676,132,0.4205,0.7471,0.5184
1586,1679,119,0.4205,0.7833,0.5293
1586,1683,204,0.4205,0.6319,0.4839
1586,1684,218,0.4205,0.7408,0.5166
1586,1685,139,0.4205,0.7393,0.5161
1586,1686,12,0.4205,0.7769,0.5274
1586,1692,23,0.4205,0.7854,0.5299
1586,7137,155,0.4205,0.6499,0.4893
1586,7166,29,0.4205,0.8205,0.5405
1586,7170,142,0.4205,0.7492,0.5191
1586,7172,156,0.4205,0.6651,0.4938
1586,7179,29,0.4205,0.7075,0.5066
1586,7205,6,0.4205,0.7591,0.5221
1586,7216,29,0.4205,0.7936,0.5324
1586,15120,219,0.4205,0.7592,0.5221
1586,15123,20,0.4205,0.7647,0.5237
1586,15126,1,0.6205,0.6992,0.6441
1586,15127,41,0.4205,0.8041,0.5355
1586,15131,2,0.4205,0.8284,0.5428
1586,16790,155,0.4205,0.6288,0.483
1586,17279,8,0.4205,0.7286,0.5129
1586,18323,16,0.6149,0.6621,0.6291
1586,19044,252,0.4205,0.6937,0.5024
1586,19050,129,0.4205,0.8183,0.5398
1586,19052,329,0.4205,0.7055,0.506
1586,23173,16,0.4205,0.7497,0.5192
1588,1591,15,0.4205,0.6352,0.4849
1588,1658,2,0.4205,0.5276,0.4526
1588,1676,159,0.4205,0.5369,0.4554
1588,1679,146,0.4205,0.5697,0.4652
1588,1683,231,0.4205,0.5294,0.4531
1588,1685,166,0.4205,0.5357,0.455
1588,1686,15,0.4205,0.581,0.4686
1588,1692,4,0.4205,0.5466,0.4583
1588,7166,2,0.4205,0.6379,0.4857
1588,7179,2,0.4205,0.658,0.4917
1588,7205,21,0.4205,0.5751,0.4668
1588,7216,2,0.4205,0.5932,0.4723
1588,15123,7,0.4205,0.574,0.4665
1588,15127,68,0.4205,0.5618,0.4629
1588,15131,29,0.4205,0.5479,0.4587
1588,16790,182,0.4205,0.5193,0.4501
1588,17279,19,0.4205,0.5709,0.4656
1588,19050,156,0.4205,0.5455,0.458
1588,19052,356,0.4205,0.5867,0.4703
1588,23173,11,0.4205,0.5939,0.4725
1590,1658,62,0.4205,0.5445,0.4577
1590,1676,99,0.4205,0.5688,0.4649
1590,1683,171,0.4205,0.5572,0.4615
1590,1692,56,0.4205,0.558,0.4617
1590,7166,62,0.4205,0.5704,0.4654
1590,7170,109,0.4205,0.5193,0.4501
1590,7205,39,0.4205,0.6254,0.4819
1590,7216,62,0.4205,0.6121,0.478
1590,15123,53,0.4205,0.6601,0.4924
1590,15126,32,0.5916,0.6826,0.6189
1590,15127,8,0.4205,0.6138,0.4785
1590,15131,31,0.4205,0.5845,0.4697
1590,16790,122,0.5916,0.5944,0.5924
1590,17279,41,0.4205,0.6343,0.4846
1590,18323,49,0.4205,0.5567,0.4613
1590,19044,219,0.4205,0.5738,0.4665
1590,19050,96,0.4205,0.5845,0.4697
1590,19052,296,0.5916,0.5454,0.5777
1590,23173,49,0.4205,0.6257,0.482
1591,1652,264,0.4205,0.7947,0.5327
1591,1658,17,0.4205,0.6319,0.4839
1591,1676,144,0.4205,0.6395,0.4862
1591,1679,131,0.4205,0.6728,0.4961
1591,1683,216,0.4205,0.5476,0.4586
1591,1684,230,0.4205,0.7577,0.5216
1591,1685,151,0.4205,0.627,0.4824
1591,1692,11,0.4205,0.6627,0.4931
1591,7137,167,0.4205,0.691,0.5016
1591,7166,17,0.4205,0.8334,0.5443
1591,7170,154,0.4205,0.6346,0.4847
1591,7172,168,0.5966,0.5774,0.5908
1591,7179,17,0.4205,0.7803,0.5284
1591,7181,53,0.4334,0.6478,0.4977
1591,7205,6,0.4205,0.7815,0.5288
1591,7215,53,0.4334,0.8179,0.5487
1591,7216,17,0.4205,0.8273,0.5425
1591,15120,231,0.4205,0.744,0.5175
1591,15123,8,0.4205,0.7682,0.5248
1591,15126,13,0.4205,0.6387,0.4859
1591,15127,53,0.4205,0.7922,0.532
1591,15131,14,0.4205,0.7622,0.523
1591,16790,167,0.4205,0.6479,0.4887
1591,17268,53,0.4334,0.8114,0.5468
1591,17279,4,0.4205,0.7827,0.5291
1591,17282,52,0.4334,0.8089,0.546
1591,18323,4,0.4205,0.6337,0.4844
1591,19044,264,0.4205,0.7143,0.5086
1591,19050,141,0.4205,0.7957,0.533
1591,19052,341,0.4205,0.7684,0.5249
1591,23173,4,0.4205,0.7691,0.5251
1594,1640,723,0.5023,0.4839,0.4968
1594,1662,2,0.5023,0.583,0.5265
1594,1677,130,0.3725,0.7038,0.4719
1594,1688,24,0.3725,0.7751,0.4933
1594,15132,29,0.3725,0.7189,0.4764
1594,15152,532,0.5023,0.5317,0.5111
1594,16792,11,0.3725,0.6502,0.4558
1594,17588,154,0.5023,0.6707,0.5528
1594,19043,255,0.3725,0.6846,0.4661
1597,1604,5,0.4205,0.5873,0.4705
1597,1638,632,0.6205,0.5449,0.5978
1597,1647,2,0.4205,0.5908,0.4716
1597,1665,361,0.4205,0.5958,0.473
1597,1668,281,0.4205,0.5906,0.4715
1597,1731,2,0.4205,0.6151,0.4788
1597,1735,7,0.4205,0.5545,0.4607
1597,8775,5,0.4205,0.5664,0.4643
1597,15137,168,0.4205,0.5558,0.4611
1597,15146,281,0.4205,0.5424,0.457
1597,15148,5,0.4205,0.586,0.4701
1597,15166,176,0.4205,0.5486,0.4589
1597,23164,6,0.4205,0.5776,0.4676
1602,1610,43,0.5306,0.6913,0.5788
1602,1611,95,0.4031,0.7124,0.4959
1602,1629,98,0.6604,0.5342,0.6225
1602,1638,210,0.387,0.873,0.5328
1602,1668,141,0.387,0.6159,0.4557
1602,1670,98,0.387,0.8767,0.5339
1602,15142,98,0.387,0.7677,0.5012
1602,15166,246,0.387,0.8788,0.5345
1602,16802,97,0.2572,0.9102,0.4531
1602,23170,56,0.4572,0.9241,0.5973
1604,1647,7,0.4205,0.6409,0.4866
1604,1668,286,0.4205,0.6488,0.489
1604,1731,3,0.4205,0.7232,0.5113
1604,1735,2,0.4205,0.9047,0.5657
1604,15137,163,0.4205,0.8692,0.5551
1604,15146,286,0.4205,0.5666,0.4643
1604,15154,342,0.2572,0.9106,0.4532
1604,15166,181,0.4205,0.8024,0.535
1604,23164,1,0.4205,0.9172,0.5695
1605,1637,889,0.5357,0.717,0.5901
1605,1639,943,0.5357,0.7556,0.6017
1605,1730,217,0.3725,0.6926,0.4685
1605,18334,890,0.5357,0.5852,0.5506
1610,1629,55,0.5306,0.7001,0.5814
1611,1629,3,0.4031,0.6318,0.4717
1611,1734,108,0.4404,0.5748,0.4807
1611,15138,151,0.5702,0.6291,0.5879
1611,15141,522,0.5702,0.601,0.5794
1611,16804,522,0.5702,0.7515,0.6246
1611,16813,152,0.4404,0.6031,0.4892
1612,1675,92,0.4572,0.5624,0.4888
1612,1717,214,0.387,0.7208,0.4872
1612,1738,214,0.387,0.7107,0.4841
1612,15172,42,0.4572,0.5485,0.4846
1612,16801,25,0.3901,0.6733,0.4751
1613,1734,630,0.6036,0.5708,0.5938
1613,15138,371,0.6036,0.6104,0.6056
1613,16812,37,0.6036,0.612,0.6061
1613,16813,370,0.6036,0.5827,0.5973
1614,1637,238,0.5357,0.696,0.5838
1614,1639,184,0.5357,0.7391,0.5967
1614,1640,286,0.5357,0.6709,0.5763
1614,1662,1007,0.5357,0.7151,0.5895
1614,1689,990,0.5357,0.6915,0.5825
1614,15130,1003,0.5357,0.4708,0.5162
1614,15132,980,0.5357,0.6417,0.5675
1614,16793,222,0.3725,0.7567,0.4878
1614,17369,287,0.5357,0.5332,0.535
1614,18334,237,0.5357,0.6134,0.559
1615,1626,1,0.4205,0.6942,0.5026
1615,1638,112,0.4205,0.6178,0.4797
1615,1665,159,0.4205,0.8234,0.5413
1615,1668,239,0.4205,0.877,0.5574
1615,1718,5,0.4205,0.783,0.5292
1615,15146,239,0.4205,0.683,0.4992
1615,15166,344,0.4205,0.6037,0.4754
1615,23170,154,0.4205,0.611,0.4776
1619,17267,948,0.6632,0.4956,0.6129
1620,1716,186,0.4284,0.7477,0.5241
1620,15151,341,0.4205,0.5839,0.4695
1625,1638,413,0.5502,0.6159,0.5699
1625,1665,684,0.5502,0.5381,0.5466
1625,1666,1050,0.5502,0.5212,0.5415
1625,1668,764,0.5502,0.5958,0.5639
1625,1670,525,0.5502,0.6568,0.5822
1625,1675,823,0.5502,0.554,0.5514
1625,1735,1052,0.5502,0.7058,0.5969
1625,15146,764,0.5502,0.4512,0.5205
1625,15148,1050,0.5502,0.6569,0.5822
1625,15156,147,0.387,0.6418,0.4634
1625,15166,869,0.5502,0.7349,0.6056
