doc_i,doc_j,w,s_ref,s_emb,dias,largo,grado_i,grado_j,triangulos,embeddedness,edge_betweenness,puente,articulacion_adyacente,ref_objeto,ref_territorio,ref_actor,idf_max_ref_compartido
1218,1868,0.4852,0.3356,0.8342,358,False,19,27,15,0.5172,0.006369,False,False,estrategia nacional del litio,,,0.6712
1218,1870,0.4847,0.3356,0.8326,360,False,19,23,15,0.6,0.000401,False,False,estrategia nacional del litio,,,0.6712
1218,1912,0.6662,0.5528,0.9308,396,True,19,15,13,0.6842,0.00055,False,False,estrategia nacional del litio,region de antofagasta,,0.7241
1218,1915,0.6561,0.5528,0.8972,396,True,19,16,13,0.65,0.000388,False,False,estrategia nacional del litio,region de antofagasta,,0.7241
1218,2163,0.4665,0.3356,0.7721,216,False,19,24,17,0.7083,0.000315,False,False,estrategia nacional del litio,,,0.6712
1218,2209,0.4936,0.3356,0.8622,263,False,19,28,4,0.0976,0.013446,False,False,estrategia nacional del litio,,,0.6712
1225,1275,0.5071,0.3511,0.8711,67,False,8,9,5,0.5,0.012136,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1225,1277,0.5172,0.3511,0.9048,82,False,8,12,5,0.3846,0.01699,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1225,1551,0.5089,0.3511,0.8771,215,False,8,6,5,0.7143,0.002427,False,False,,salar de maricunga,comunidad colla pai ote,0.8952
1225,1576,0.5149,0.3511,0.8971,359,False,8,18,2,0.0909,0.044474,False,False,,salar de maricunga,comunidad colla pai ote,0.8952
1225,2206,0.5246,0.3511,0.9297,250,False,8,22,5,0.2174,0.002198,False,False,,salar de maricunga,comunidad colla pai ote,0.8952
1225,2209,0.5012,0.3511,0.8517,86,False,8,28,7,0.2593,0.002413,False,False,,salar de maricunga,comunidad colla pai ote,0.8952
1229,1233,0.6342,0.4922,0.9657,48,False,22,25,21,0.875,0.000219,False,True,estrategia nacional del litio,,ministerio de mineria,0.783
1229,1237,0.6207,0.4922,0.9205,143,False,22,29,21,0.75,0.000227,False,False,estrategia nacional del litio,,ministerio de mineria,0.783
1229,1653,0.4849,0.3356,0.8334,46,False,22,23,20,0.8696,9.3e-05,False,False,estrategia nacional del litio,,,0.6712
1229,1852,0.4564,0.3356,0.7382,6,False,22,24,15,0.5172,0.003883,False,False,estrategia nacional del litio,,,0.6712
1229,1868,0.4743,0.3356,0.798,42,False,22,27,19,0.6786,0.002991,False,False,estrategia nacional del litio,,,0.6712
1229,1870,0.4783,0.3356,0.8114,40,False,22,23,19,0.7917,0.000144,False,False,estrategia nacional del litio,,,0.6712
1229,1909,0.502,0.3356,0.8904,4,False,22,23,14,0.4828,0.000424,False,False,estrategia nacional del litio,,,0.6712
1229,1910,0.5024,0.3356,0.8915,4,False,22,23,14,0.4828,0.000424,False,False,estrategia nacional del litio,,,0.6712
1229,1911,0.5022,0.3356,0.8909,4,False,22,23,14,0.4828,0.000424,False,False,estrategia nacional del litio,,,0.6712
1229,1912,0.4953,0.3356,0.8679,4,False,22,15,13,0.5909,0.000169,False,False,estrategia nacional del litio,,,0.6712
1229,1913,0.4985,0.3356,0.8785,4,False,22,23,14,0.4828,0.000424,False,False,estrategia nacional del litio,,,0.6712
1229,1915,0.4896,0.3356,0.849,4,False,22,16,13,0.5652,0.000169,False,False,estrategia nacional del litio,,,0.6712
1229,1988,0.4534,0.3356,0.7284,4,False,22,5,4,0.1905,0.002091,False,False,estrategia nacional del litio,,,0.6712
1229,2163,0.4667,0.3356,0.7725,184,False,22,24,19,0.76,0.00015,False,False,estrategia nacional del litio,,,0.6712
1232,1233,0.6355,0.5,0.9517,1,False,2,25,0,0.0,0.02339,True,True,,laguna verde,"comunidades colla runa urka, pai ote y sol naciente de pastos grandes;ministerio de mineria",1.0
1233,1237,0.6246,0.4922,0.9335,95,False,25,29,23,0.7931,0.000647,False,True,estrategia nacional del litio,,ministerio de mineria,0.783
1233,1653,0.4874,0.3356,0.8417,2,False,25,23,22,0.9167,0.000223,False,True,estrategia nacional del litio,,,0.6712
1233,1852,0.4625,0.3356,0.7585,42,False,25,24,15,0.4688,0.010106,False,True,estrategia nacional del litio,,,0.6712
1233,1868,0.4738,0.3356,0.7963,6,False,25,27,21,0.7241,0.007783,False,True,estrategia nacional del litio,,,0.6712
1233,1870,0.4839,0.3356,0.8299,8,False,25,23,21,0.84,0.000349,False,True,estrategia nacional del litio,,,0.6712
1233,1909,0.5068,0.3356,0.9064,44,False,25,23,14,0.4375,0.001066,False,True,estrategia nacional del litio,,,0.6712
1233,1910,0.507,0.3356,0.9069,44,False,25,23,14,0.4375,0.001066,False,True,estrategia nacional del litio,,,0.6712
1233,1911,0.5041,0.3356,0.8973,44,False,25,23,14,0.4375,0.001066,False,True,estrategia nacional del litio,,,0.6712
1233,1912,0.4977,0.3356,0.8759,44,False,25,15,14,0.5833,0.000309,False,True,estrategia nacional del litio,,,0.6712
1233,1913,0.5036,0.3356,0.8956,44,False,25,23,14,0.4375,0.001066,False,True,estrategia nacional del litio,,,0.6712
1233,1915,0.4935,0.3356,0.862,44,False,25,16,14,0.56,0.000354,False,True,estrategia nacional del litio,,,0.6712
1233,1988,0.4551,0.3356,0.734,44,False,25,5,4,0.1667,0.002388,False,True,estrategia nacional del litio,,,0.6712
1233,2163,0.4771,0.3356,0.8072,136,False,25,24,21,0.8077,0.000336,False,True,estrategia nacional del litio,,,0.6712
1237,1653,0.5006,0.3356,0.8856,97,False,29,23,22,0.7857,0.00023,False,False,estrategia nacional del litio,,,0.6712
1237,1852,0.4739,0.3356,0.7968,137,False,29,24,15,0.4167,0.010259,False,False,estrategia nacional del litio,,,0.6712
1237,1868,0.484,0.3356,0.8304,101,False,29,27,21,0.6364,0.007961,False,False,estrategia nacional del litio,,,0.6712
1237,1870,0.497,0.3356,0.8736,103,False,29,23,21,0.7241,0.000356,False,False,estrategia nacional del litio,,,0.6712
1237,1909,0.5011,0.3356,0.8873,139,False,29,23,14,0.3889,0.001067,False,False,estrategia nacional del litio,,,0.6712
1237,1910,0.5012,0.3356,0.8877,139,False,29,23,14,0.3889,0.001067,False,False,estrategia nacional del litio,,,0.6712
1237,1911,0.4987,0.3356,0.8793,139,False,29,23,14,0.3889,0.001067,False,False,estrategia nacional del litio,,,0.6712
1237,1912,0.4876,0.3356,0.8423,139,False,29,15,14,0.5,0.000317,False,False,estrategia nacional del litio,,,0.6712
1237,1913,0.497,0.3356,0.8738,139,False,29,23,14,0.3889,0.001067,False,False,estrategia nacional del litio,,,0.6712
1237,1915,0.4926,0.3356,0.8588,139,False,29,16,14,0.4828,0.000361,False,False,estrategia nacional del litio,,,0.6712
1237,1988,0.4518,0.3356,0.7229,139,False,29,5,4,0.1429,0.002623,False,False,estrategia nacional del litio,,,0.6712
1237,2094,0.6218,0.4917,0.9252,1,False,29,4,3,0.1071,0.00583,False,False,,salar de agua amarga,"comunidades colla (geoxcultuxial, comuna diego de almagro, chiyagua, runa urka y martires jeronimo);ministerio de mineria",1.0
1237,2163,0.4872,0.3356,0.8409,41,False,29,24,22,0.7586,0.000315,False,False,estrategia nacional del litio,,,0.6712
1237,2199,0.6306,0.4917,0.9545,2,False,29,4,3,0.1071,0.00583,False,False,,salar de agua amarga,"comunidades colla (geoxcultuxial, comuna diego de almagro, chiyagua, runa urka y martires jeronimo);ministerio de mineria",1.0
1242,1244,0.4976,0.3356,0.8758,18,False,16,14,12,0.75,9.1e-05,False,False,estrategia nacional del litio,,,0.6712
1242,1928,0.5845,0.4479,0.9031,38,False,16,19,13,0.65,0.000443,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1242,1930,0.5974,0.4479,0.9461,38,False,16,19,13,0.65,0.000443,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1242,1933,0.5862,0.4479,0.9089,18,False,16,18,12,0.6,0.00045,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1242,1954,0.5665,0.4479,0.843,18,False,16,18,12,0.6,0.00045,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1242,1972,0.5059,0.3356,0.9034,18,False,16,13,11,0.6875,9.8e-05,False,False,estrategia nacional del litio,,,0.6712
1242,2206,0.5233,0.3356,0.9614,32,False,16,22,15,0.7143,0.000797,False,False,estrategia nacional del litio,,,0.6712
1242,2209,0.5067,0.3356,0.9061,304,False,16,28,15,0.5556,0.003637,False,False,estrategia nacional del litio,,,0.6712
1242,2210,0.5806,0.4479,0.8903,39,False,16,14,13,0.8667,8.4e-05,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1242,2211,0.5396,0.4479,0.7536,33,False,16,15,14,0.9333,7.5e-05,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1244,1928,0.5003,0.3356,0.8848,56,False,14,19,11,0.55,0.000542,False,False,estrategia nacional del litio,,,0.6712
1244,1930,0.4988,0.3356,0.8797,56,False,14,19,11,0.55,0.000542,False,False,estrategia nacional del litio,,,0.6712
1244,2206,0.4958,0.3356,0.8697,50,False,14,22,12,0.5455,0.000893,False,False,estrategia nacional del litio,,,0.6712
1244,2209,0.4998,0.3356,0.8829,286,False,14,28,12,0.4286,0.003933,False,False,estrategia nacional del litio,,,0.6712
1244,2210,0.5042,0.3356,0.8978,57,False,14,14,10,0.625,0.000107,False,False,estrategia nacional del litio,,,0.6712
1244,2211,0.4575,0.3356,0.742,51,False,14,15,12,0.8,8.7e-05,False,False,estrategia nacional del litio,,,0.6712
1250,1462,0.6695,0.6123,0.8028,509,True,3,3,2,1.0,7e-05,False,False,extraccion de litio en el salar de atacama,salar de atacama,,1.0
1250,1919,0.6695,0.6123,0.8028,155,False,3,4,2,0.6667,0.000139,False,True,extraccion de litio en el salar de atacama,salar de atacama,,1.0
1259,1260,0.7396,0.6466,0.9568,1,False,5,6,4,0.8,8.4e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1259,1277,0.6933,0.6466,0.8022,644,True,5,12,4,0.3636,0.011431,False,True,proyecto blanco,salar de maricunga,,0.9491
1259,1279,0.6617,0.6466,0.6972,184,False,5,6,4,0.8,8.4e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1259,1284,0.6703,0.6466,0.7255,427,True,5,6,4,0.8,8.4e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1259,1339,0.7155,0.6466,0.8762,371,True,5,6,4,0.8,8.4e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1260,1277,0.6961,0.6466,0.8115,645,True,6,12,5,0.4545,0.011417,False,True,proyecto blanco,salar de maricunga,,0.9491
1260,1279,0.6697,0.6466,0.7237,185,False,6,6,5,1.0,7e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1260,1284,0.6763,0.6466,0.7455,428,True,6,6,5,1.0,7e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1260,1339,0.7188,0.6466,0.8873,372,True,6,6,5,1.0,7e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1275,1277,0.5145,0.3511,0.8959,15,False,9,12,5,0.3571,0.002436,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1275,1281,0.738,0.672,0.8919,181,False,9,1,0,0.0,0.011765,True,True,proyecto salar blanco,salar de maricunga,,1.0
1275,1551,0.4935,0.3511,0.8258,148,False,9,6,5,0.625,0.000348,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1275,2120,0.4628,0.2791,0.8916,137,False,9,1,0,0.0,0.011765,True,True,,salar de maricunga,codelco,0.5734
1275,2206,0.5143,0.3511,0.8953,183,False,9,22,5,0.2083,0.008975,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1275,2209,0.4989,0.3511,0.8438,153,False,9,28,5,0.1667,0.032492,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1277,1279,0.7106,0.6466,0.86,460,True,12,6,5,0.4545,0.011417,False,True,proyecto blanco,salar de maricunga,,0.9491
1277,1284,0.7226,0.6466,0.9,217,False,12,6,5,0.4545,0.011417,False,True,proyecto blanco,salar de maricunga,,0.9491
1277,1339,0.6931,0.6466,0.8017,273,False,12,6,5,0.4545,0.011417,False,True,proyecto blanco,salar de maricunga,,0.9491
1277,1551,0.502,0.3511,0.8542,133,False,12,6,5,0.4545,0.000487,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1277,2206,0.5252,0.3511,0.9317,168,False,12,22,5,0.1852,0.012565,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1277,2209,0.5031,0.3511,0.8577,168,False,12,28,5,0.1515,0.045489,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1279,1284,0.7369,0.6466,0.9476,243,False,6,6,5,1.0,7e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1279,1339,0.6622,0.6466,0.6986,187,False,6,6,5,1.0,7e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1284,1339,0.6647,0.6466,0.7071,56,False,6,6,5,1.0,7e-05,False,False,proyecto blanco,salar de maricunga,,0.9491
1386,1678,0.663,0.6123,0.7811,20,False,2,2,1,1.0,7e-05,False,False,acuerdo sqm-codelco,salar de atacama,,1.0
1386,1906,0.6719,0.6123,0.8109,37,False,2,6,1,0.2,0.011695,False,True,acuerdo sqm-codelco,salar de atacama,,1.0
1461,1773,0.4553,0.2553,0.9221,1,False,3,7,2,0.3333,0.000244,False,True,,salar de atacama,albemarle,0.7147
1461,1774,0.4526,0.2553,0.9131,7,False,3,9,2,0.25,0.000592,False,False,,salar de atacama,albemarle,0.7147
1461,1789,0.4552,0.2553,0.9217,324,False,3,8,2,0.2857,0.010929,False,False,,salar de atacama,albemarle,0.7147
1462,1919,0.6851,0.6123,0.855,664,True,3,4,2,0.6667,0.000139,False,True,extraccion de litio en el salar de atacama,salar de atacama,,1.0
1463,1471,0.4648,0.2553,0.9537,50,False,4,4,2,0.5,0.000249,False,False,,salar de atacama,albemarle,0.7147
1463,1503,0.464,0.2553,0.951,357,False,4,3,1,0.25,0.000197,False,False,,salar de atacama,albemarle,0.7147
1463,1773,0.4584,0.2553,0.9323,120,False,4,7,2,0.2857,0.000412,False,True,,salar de atacama,albemarle,0.7147
1463,1789,0.4606,0.2553,0.9398,205,False,4,8,3,0.4286,0.011069,False,False,,salar de atacama,albemarle,0.7147
1470,1509,0.631,0.5345,0.8562,697,True,15,12,10,0.6667,0.007285,False,False,salar futuro,salar de atacama,,0.8443
1470,1656,0.6157,0.5345,0.8052,81,False,15,12,11,0.7857,0.006381,False,False,salar futuro,salar de atacama,,0.8443
1470,1661,0.6547,0.5345,0.9353,87,False,15,12,11,0.7857,0.006381,False,False,salar futuro,salar de atacama,,0.8443
1470,1669,0.6631,0.5345,0.9632,88,False,15,12,10,0.6667,0.003581,False,False,salar futuro,salar de atacama,,0.8443
1470,1732,0.6351,0.5345,0.8699,697,True,15,12,10,0.6667,0.007285,False,False,salar futuro,salar de atacama,,0.8443
1470,1840,0.6417,0.5345,0.892,25,False,15,12,11,0.7857,0.006381,False,False,salar futuro,salar de atacama,,0.8443
1470,1860,0.6535,0.5345,0.9312,88,False,15,13,11,0.7333,0.001599,False,False,salar futuro,salar de atacama,,0.8443
1470,1871,0.4764,0.2885,0.9149,16,False,15,12,2,0.087,0.032821,False,False,,salar de atacama,contraloria general de la republica,0.8808
1470,1874,0.469,0.2885,0.8902,1,False,15,17,2,0.0714,0.044839,False,False,,salar de atacama,contraloria general de la republica,0.8808
1470,1903,0.4727,0.2885,0.9025,9,False,15,10,3,0.15,0.004824,False,False,,salar de atacama,contraloria general de la republica,0.8808
1470,1917,0.6098,0.5345,0.7855,721,True,15,12,10,0.6667,0.007672,False,False,salar futuro,salar de atacama,,0.8443
1470,1923,0.6209,0.5345,0.8225,721,True,15,13,10,0.625,0.007244,False,False,salar futuro,salar de atacama,,0.8443
1470,1926,0.6223,0.5345,0.8271,722,True,15,12,10,0.6667,0.007285,False,False,salar futuro,salar de atacama,,0.8443
1471,1773,0.4596,0.2553,0.9364,70,False,4,7,3,0.5,0.000209,False,True,,salar de atacama,albemarle,0.7147
1471,1774,0.4568,0.2553,0.9269,62,False,4,9,2,0.2222,0.000737,False,False,,salar de atacama,albemarle,0.7147
1471,1789,0.4624,0.2553,0.9458,255,False,4,8,3,0.4286,0.01086,False,False,,salar de atacama,albemarle,0.7147
1481,1503,0.4546,0.2553,0.9198,189,False,5,3,1,0.2,0.000441,False,True,,salar de atacama,albemarle,0.7147
1481,1726,0.4827,0.3022,0.904,203,False,5,1,0,0.0,0.011765,True,True,,salar de atacama,sqm salar,0.9491
1481,1773,0.4586,0.2553,0.933,288,False,5,7,2,0.25,0.000464,False,True,,salar de atacama,albemarle,0.7147
1481,1774,0.4544,0.2553,0.919,280,False,5,9,2,0.2,0.001346,False,True,,salar de atacama,albemarle,0.7147
1481,1789,0.463,0.2553,0.9477,37,False,5,8,3,0.375,0.02165,False,True,,salar de atacama,albemarle,0.7147
1503,1789,0.4657,0.2553,0.9567,152,False,3,8,2,0.2857,0.011219,False,False,,salar de atacama,albemarle,0.7147
1509,1656,0.6317,0.5345,0.8585,616,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1509,1661,0.6405,0.5345,0.8877,610,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1509,1669,0.6425,0.5345,0.8946,609,True,12,12,9,0.6923,0.002016,False,False,salar futuro,salar de atacama,,0.8443
1509,1761,0.6586,0.5345,0.9482,494,True,12,6,4,0.3333,0.001614,False,False,salar futuro,salar de atacama,,0.8443
1509,1840,0.6384,0.5345,0.8809,722,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1509,1860,0.6403,0.5345,0.8872,609,True,12,13,9,0.6429,0.002373,False,False,salar futuro,salar de atacama,,0.8443
1509,1917,0.6089,0.5345,0.7825,24,False,12,12,10,0.8333,0.000125,False,False,salar futuro,salar de atacama,,0.8443
1509,1923,0.6205,0.5345,0.8212,24,False,12,13,10,0.7692,0.001042,False,False,salar futuro,salar de atacama,,0.8443
1509,1926,0.6173,0.5345,0.8106,25,False,12,12,10,0.8333,8.1e-05,False,False,salar futuro,salar de atacama,,0.8443
1515,1874,0.6478,0.5679,0.8341,568,True,8,17,5,0.2778,0.010538,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1515,1888,0.66,0.5679,0.8751,528,True,8,10,5,0.4545,0.005904,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1515,1986,0.4736,0.3123,0.8498,279,False,8,2,1,0.1429,0.007354,False,False,,salar de atacama,comunidades atacamenas,1.0
1515,2018,0.6448,0.5679,0.8241,42,False,8,6,5,0.7143,0.000644,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1535,1550,0.6421,0.5244,0.9167,387,True,18,15,14,0.8235,0.00072,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1568,0.6467,0.5244,0.932,415,True,18,11,10,0.5882,0.000746,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1576,0.5562,0.4121,0.8925,189,False,18,18,14,0.7,0.022863,False,False,acuerdo codelco-sqm,,,0.8241
1535,1580,0.4894,0.3068,0.9153,225,False,18,3,2,0.1176,0.005433,False,False,,salar de atacama,comunidad atacamena de coyo,0.9724
1535,1669,0.4762,0.3123,0.8586,67,False,18,12,0,0.0,0.026511,False,False,,salar de atacama,"corfo, codelco, sqm",1.0
1535,1691,0.7686,0.7189,0.8844,1,False,18,19,16,0.8421,0.000237,False,False,acuerdo codelco-sqm,salar de atacama,comunidad atacamena de coyo,0.9724
1535,1704,0.612,0.5244,0.8165,155,False,18,16,10,0.4545,0.004296,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1859,0.6137,0.5244,0.8222,120,False,18,22,14,0.5833,0.007473,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1872,0.6056,0.5244,0.7951,128,False,18,15,14,0.8235,0.00072,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1881,0.6133,0.5244,0.8207,155,False,18,14,10,0.5,0.003508,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1887,0.606,0.5244,0.7963,155,False,18,17,10,0.4348,0.006288,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1889,0.6161,0.5244,0.8302,155,False,18,17,10,0.4348,0.006288,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1890,0.5219,0.4121,0.778,152,False,18,14,13,0.7647,0.000727,False,False,acuerdo codelco-sqm,,,0.8241
1535,1892,0.4972,0.4121,0.6958,46,False,18,14,13,0.7647,0.000727,False,False,acuerdo codelco-sqm,,,0.8241
1535,1895,0.5354,0.4121,0.8232,17,False,18,14,13,0.7647,0.000727,False,False,acuerdo codelco-sqm,,,0.8241
1535,1902,0.5394,0.4121,0.8365,159,False,18,14,13,0.7647,0.000727,False,False,acuerdo codelco-sqm,,,0.8241
1535,1905,0.6116,0.5244,0.8152,155,False,18,11,10,0.5882,0.000842,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1535,1906,0.4896,0.3068,0.9162,2,False,18,6,2,0.1,0.02173,False,True,,salar de atacama,comunidad atacamena de coyo,0.9724
1536,1906,0.4889,0.3123,0.9009,33,False,1,6,0,0.0,0.011765,True,True,,salar de atacama,"corfo, sqm, codelco",1.0
1550,1568,0.6399,0.5244,0.9093,28,False,15,11,10,0.7143,9.5e-05,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1550,1576,0.5524,0.4121,0.8798,198,False,15,18,14,0.8235,0.002667,False,False,acuerdo codelco-sqm,,,0.8241
1550,1691,0.6187,0.5244,0.8387,386,True,15,19,14,0.7778,0.000753,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1550,1704,0.5992,0.5244,0.7738,542,True,15,16,10,0.5263,0.001218,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1550,1859,0.7151,0.6955,0.7608,507,True,15,22,14,0.6667,0.001711,False,False,acuerdo codelco-sqm,salar de atacama,acuerdo codelco-sqm,0.8555
1550,1872,0.5965,0.5244,0.7647,515,True,15,15,14,1.0,7e-05,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1550,1881,0.5985,0.5244,0.7715,542,True,15,14,10,0.5882,0.000904,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1550,1887,0.709,0.6955,0.7405,542,True,15,17,10,0.5,0.001721,False,False,acuerdo codelco-sqm,salar de atacama,acuerdo codelco-sqm,0.8555
1550,1889,0.7203,0.6955,0.778,542,True,15,17,10,0.5,0.001721,False,False,acuerdo codelco-sqm,salar de atacama,acuerdo codelco-sqm,0.8555
1550,1890,0.6306,0.5832,0.7414,539,True,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1550,1892,0.609,0.5832,0.6693,433,True,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1550,1895,0.6456,0.5832,0.7914,370,True,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1550,1902,0.6416,0.5832,0.7779,546,True,15,14,13,0.9286,7.6e-05,False,False,acuerdo codelco-sqm,,acuerdo codelco-sqm,0.8555
1550,1905,0.5935,0.5244,0.7548,542,True,15,11,10,0.7143,0.000147,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1551,2206,0.5195,0.3511,0.9126,35,False,6,22,5,0.2381,0.001795,False,False,,salar de maricunga,comunidad colla pai ote,0.8952
1551,2209,0.5078,0.3511,0.8737,301,False,6,28,5,0.1852,0.006498,False,False,,salar de maricunga,comunidad colla pai ote,0.8952
1568,1576,0.5492,0.4121,0.8692,226,False,11,18,10,0.5882,0.002693,False,False,acuerdo codelco-sqm,,,0.8241
1568,1691,0.6234,0.5244,0.8543,414,True,11,19,10,0.5556,0.000779,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1568,1704,0.6121,0.5244,0.8166,570,True,11,16,6,0.3158,0.001244,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1568,1859,0.6076,0.5244,0.8017,535,True,11,22,10,0.4762,0.001736,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1568,1872,0.6004,0.5244,0.7778,543,True,11,15,10,0.7143,9.5e-05,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1568,1881,0.6115,0.5244,0.8146,570,True,11,14,6,0.3529,0.000929,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1568,1887,0.599,0.5244,0.7732,570,True,11,17,6,0.3,0.001746,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1568,1889,0.6136,0.5244,0.8218,570,True,11,17,6,0.3,0.001746,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1568,1905,0.6068,0.5244,0.7991,570,True,11,11,6,0.4286,0.000173,False,False,acuerdo codelco-sqm,salar de atacama,,0.8241
1569,1571,0.502,0.3068,0.9574,25,False,12,4,2,0.1667,0.019785,False,True,,salar de atacama,sqm y codelco,0.9724
1569,1573,0.6485,0.5599,0.8552,1,False,12,9,8,0.7273,0.000914,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1569,1618,0.4677,0.3068,0.843,63,False,12,3,2,0.1818,0.009892,False,False,,salar de atacama,sqm y codelco,0.9724
1569,1843,0.6057,0.5599,0.7125,672,True,12,8,7,0.6364,0.001238,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1569,1846,0.6017,0.5599,0.699,672,True,12,11,7,0.5,0.00593,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1569,1893,0.603,0.5599,0.7033,517,True,12,15,8,0.4706,0.038015,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1569,1899,0.607,0.5599,0.7169,501,True,12,10,8,0.6667,0.001827,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1569,1904,0.6061,0.5599,0.7138,619,True,12,9,8,0.7273,0.000914,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1569,1934,0.4817,0.3068,0.8896,50,False,12,6,2,0.1429,0.023349,False,False,,salar de atacama,sqm y codelco,0.9724
1569,1938,0.6592,0.5599,0.8908,38,False,12,10,8,0.6667,0.010964,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1569,1951,0.6592,0.5599,0.8907,34,False,12,9,8,0.7273,0.000914,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1571,1618,0.4828,0.3068,0.8936,88,False,4,3,2,0.6667,0.000139,False,True,,salar de atacama,sqm y codelco,0.9724
1571,1934,0.4897,0.3068,0.9164,75,False,4,6,2,0.3333,0.003466,False,True,,salar de atacama,sqm y codelco,0.9724
1571,1941,0.6932,0.6123,0.882,60,False,4,1,0,0.0,0.011765,True,True,acuerdo codelco-sqm para explotacion del salar de atacama,salar de atacama,,1.0
1573,1843,0.6318,0.5599,0.7996,671,True,9,8,7,0.875,0.000101,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1573,1846,0.6302,0.5599,0.7941,671,True,9,11,7,0.6364,0.002073,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1573,1893,0.6435,0.5599,0.8386,516,True,9,15,8,0.5714,0.007556,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1573,1899,0.6354,0.5599,0.8116,500,True,9,10,8,0.8889,0.000139,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1573,1904,0.6346,0.5599,0.8087,618,True,9,9,8,1.0,7e-05,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
