doc_i,doc_j,w,s_ref,s_emb,dias,largo,grado_i,grado_j,triangulos,embeddedness,edge_betweenness,puente,articulacion_adyacente,ref_objeto,ref_territorio,ref_actor,idf_max_ref_compartido
983,2210,0.5646,0.4479,0.8367,4,False,21,14,13,0.65,0.00051,False,False,estrategia nacional del litio,salar de atacama,,0.6712
983,2211,0.5305,0.4479,0.7233,2,False,21,15,14,0.7,0.000442,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1005,1936,0.4966,0.3123,0.9267,1,False,1,2,0,0.0,0.011765,True,True,,salar de atacama,acuerdo codelco-sqm para explotacion de litio,1.0
1064,1065,0.4863,0.3356,0.8379,65,False,28,21,20,0.7407,0.000388,False,False,estrategia nacional del litio,,,0.6712
1064,1152,0.6263,0.4922,0.9393,71,False,28,25,22,0.7586,0.000446,False,True,estrategia nacional del litio,,ministerio de mineria,0.783
1064,1153,0.4963,0.3356,0.8712,136,False,28,15,14,0.5185,0.000303,False,False,estrategia nacional del litio,,,0.6712
1064,1157,0.5079,0.3356,0.91,16,False,28,26,23,0.7931,0.00182,False,False,estrategia nacional del litio,,,0.6712
1064,1159,0.5205,0.3356,0.952,27,False,28,25,23,0.8214,0.000223,False,False,estrategia nacional del litio,,,0.6712
1064,1169,0.6019,0.4483,0.9602,2,False,28,4,3,0.1111,0.005761,False,False,,salar de agua amarga,ministerio de mineria,0.9724
1064,1173,0.5036,0.3356,0.8955,175,False,28,25,23,0.8214,0.000981,False,False,estrategia nacional del litio,,,0.6712
1064,1177,0.4878,0.2917,0.9454,1,False,28,4,3,0.1111,0.005761,False,False,,salar de agua amarga,,0.9724
1064,1218,0.5006,0.3356,0.8857,260,False,28,19,17,0.6071,0.001034,False,False,estrategia nacional del litio,,,0.6712
1064,1229,0.6265,0.4922,0.94,140,False,28,22,20,0.7143,0.000241,False,False,estrategia nacional del litio,,ministerio de mineria,0.783
1064,1233,0.6303,0.4922,0.9525,92,False,28,25,22,0.7586,0.000661,False,True,estrategia nacional del litio,,ministerio de mineria,0.783
1064,1237,0.8436,0.7839,0.9829,3,False,28,29,27,0.9643,8.4e-05,False,False,estrategia nacional del litio,salar de agua amarga,ministerio de mineria,0.9724
1064,1653,0.4974,0.3356,0.8751,94,False,28,23,22,0.8148,0.000216,False,False,estrategia nacional del litio,,,0.6712
1064,1852,0.4709,0.3356,0.7868,134,False,28,24,15,0.4286,0.009642,False,False,estrategia nacional del litio,,,0.6712
1064,1868,0.48,0.3356,0.817,98,False,28,27,21,0.6562,0.007481,False,False,estrategia nacional del litio,,,0.6712
1064,1870,0.4935,0.3356,0.8619,100,False,28,23,21,0.75,0.000334,False,False,estrategia nacional del litio,,,0.6712
1064,1909,0.5016,0.3356,0.8891,136,False,28,23,14,0.4,0.001004,False,False,estrategia nacional del litio,,,0.6712
1064,1910,0.502,0.3356,0.8903,136,False,28,23,14,0.4,0.001004,False,False,estrategia nacional del litio,,,0.6712
1064,1911,0.5,0.3356,0.8838,136,False,28,23,14,0.4,0.001004,False,False,estrategia nacional del litio,,,0.6712
1064,1912,0.4896,0.3356,0.8489,136,False,28,15,14,0.5185,0.000303,False,False,estrategia nacional del litio,,,0.6712
1064,1913,0.4971,0.3356,0.8741,136,False,28,23,14,0.4,0.001004,False,False,estrategia nacional del litio,,,0.6712
1064,1915,0.4909,0.3356,0.8533,136,False,28,16,14,0.5,0.000343,False,False,estrategia nacional del litio,,,0.6712
1064,2094,0.6011,0.4483,0.9576,2,False,28,4,3,0.1111,0.005761,False,False,,salar de agua amarga,ministerio de mineria,0.9724
1064,2163,0.4819,0.3356,0.8234,44,False,28,24,22,0.7857,0.000296,False,False,estrategia nacional del litio,,,0.6712
1064,2199,0.6087,0.4483,0.9828,1,False,28,4,3,0.1111,0.005761,False,False,,salar de agua amarga,ministerio de mineria,0.9724
1065,1152,0.4822,0.3356,0.8244,6,False,21,25,19,0.76,0.000346,False,True,estrategia nacional del litio,,,0.6712
1065,1153,0.6258,0.5528,0.7962,71,False,21,15,12,0.5455,0.000236,False,False,estrategia nacional del litio,region de antofagasta,,0.7241
1065,1157,0.4785,0.3356,0.8119,49,False,21,26,20,0.8,0.000791,False,False,estrategia nacional del litio,,,0.6712
1065,1159,0.5027,0.3356,0.8926,92,False,21,25,20,0.8333,0.000263,False,False,estrategia nacional del litio,,,0.6712
1065,1173,0.4678,0.3356,0.7762,240,False,21,25,20,0.8333,0.00051,False,False,estrategia nacional del litio,,,0.6712
1065,1218,0.6255,0.5528,0.7951,325,False,21,19,15,0.6522,0.000455,False,False,estrategia nacional del litio,region de antofagasta,,0.7241
1065,1229,0.4731,0.3356,0.7941,75,False,21,22,17,0.7083,0.000281,False,False,estrategia nacional del litio,,,0.6712
1065,1233,0.4812,0.3356,0.8208,27,False,21,25,19,0.76,0.000423,False,True,estrategia nacional del litio,,,0.6712
1065,1237,0.4844,0.3356,0.8316,68,False,21,29,20,0.7143,0.000402,False,False,estrategia nacional del litio,,,0.6712
1065,1653,0.45,0.3356,0.717,29,False,21,23,19,0.8261,0.000256,False,False,estrategia nacional del litio,,,0.6712
1065,1909,0.4911,0.3356,0.854,71,False,21,23,11,0.3548,0.000569,False,False,estrategia nacional del litio,,,0.6712
1065,1910,0.4795,0.3356,0.8152,71,False,21,23,11,0.3548,0.000569,False,False,estrategia nacional del litio,,,0.6712
1065,1911,0.4875,0.3356,0.842,71,False,21,23,11,0.3548,0.000569,False,False,estrategia nacional del litio,,,0.6712
1065,1912,0.6175,0.5528,0.7684,71,False,21,15,12,0.5455,0.000236,False,False,estrategia nacional del litio,region de antofagasta,,0.7241
1065,1913,0.4798,0.3356,0.8163,71,False,21,23,11,0.3548,0.000569,False,False,estrategia nacional del litio,,,0.6712
1065,1915,0.6212,0.5528,0.7809,71,False,21,16,12,0.5217,0.000232,False,False,estrategia nacional del litio,region de antofagasta,,0.7241
1065,2163,0.4751,0.3356,0.8006,109,False,21,24,20,0.8696,0.000191,False,False,estrategia nacional del litio,,,0.6712
1078,1470,0.6109,0.5345,0.789,86,False,12,15,11,0.7857,0.006381,False,False,salar futuro,salar de atacama,,0.8443
1078,1509,0.6371,0.5345,0.8764,611,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1078,1656,0.6125,0.5345,0.7946,5,False,12,12,11,1.0,7e-05,False,False,salar futuro,salar de atacama,,0.8443
1078,1661,0.6183,0.5345,0.8139,1,False,12,12,11,1.0,7e-05,False,False,salar futuro,salar de atacama,,0.8443
1078,1669,0.6203,0.5345,0.8204,2,False,12,12,10,0.8333,0.001724,False,False,salar futuro,salar de atacama,,0.8443
1078,1732,0.6376,0.5345,0.8781,611,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1078,1840,0.6108,0.5345,0.7888,111,False,12,12,11,1.0,7e-05,False,False,salar futuro,salar de atacama,,0.8443
1078,1860,0.6228,0.5345,0.8287,2,False,12,13,10,0.7692,0.00206,False,False,salar futuro,salar de atacama,,0.8443
1078,1917,0.6005,0.5345,0.7546,635,True,12,12,10,0.8333,0.000131,False,False,salar futuro,salar de atacama,,0.8443
1078,1923,0.6133,0.5345,0.7973,635,True,12,13,10,0.7692,0.001048,False,False,salar futuro,salar de atacama,,0.8443
1078,1926,0.6058,0.5345,0.7722,636,True,12,12,10,0.8333,8.7e-05,False,False,salar futuro,salar de atacama,,0.8443
1088,1205,0.5722,0.4479,0.862,30,False,16,24,15,0.6522,0.003584,False,True,estrategia nacional del litio,salar de atacama,,0.6712
1088,1242,0.5657,0.4479,0.8404,23,False,16,16,15,1.0,7e-05,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1088,1244,0.4703,0.3356,0.7847,41,False,16,14,12,0.75,9.1e-05,False,False,estrategia nacional del litio,,,0.6712
1088,1928,0.5473,0.4479,0.7793,15,False,16,19,13,0.65,0.000443,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1088,1930,0.5759,0.4479,0.8745,15,False,16,19,13,0.65,0.000443,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1088,1933,0.5334,0.4479,0.7329,41,False,16,18,12,0.6,0.00045,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1088,1954,0.5183,0.4479,0.6825,41,False,16,18,12,0.6,0.00045,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1088,1972,0.4533,0.3356,0.7279,41,False,16,13,11,0.6875,9.8e-05,False,False,estrategia nacional del litio,,,0.6712
1088,2206,0.4866,0.3356,0.839,9,False,16,22,15,0.7143,0.000797,False,False,estrategia nacional del litio,,,0.6712
1088,2209,0.4814,0.3356,0.8218,327,False,16,28,15,0.5556,0.003637,False,False,estrategia nacional del litio,,,0.6712
1088,2210,0.5791,0.4479,0.8852,16,False,16,14,13,0.8667,8.4e-05,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1088,2211,0.5331,0.4479,0.7318,10,False,16,15,14,0.9333,7.5e-05,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1108,1250,0.6951,0.6123,0.8881,113,False,4,3,2,0.6667,0.011556,False,True,extraccion de litio en el salar de atacama,salar de atacama,,1.0
1108,1462,0.6805,0.6123,0.8396,622,True,4,3,2,0.6667,0.011556,False,True,extraccion de litio en el salar de atacama,salar de atacama,,1.0
1108,1919,0.6842,0.6123,0.8518,42,False,4,4,2,0.5,0.023112,False,True,extraccion de litio en el salar de atacama,salar de atacama,,1.0
1108,1943,0.4826,0.3123,0.8799,28,False,4,3,0,0.0,0.057431,True,True,,salar de atacama,"sqm, codelco, gobierno de chile",1.0
1130,1162,0.656,0.5679,0.8616,369,True,8,6,5,0.7143,0.001021,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1130,1515,0.6678,0.5679,0.9007,117,False,8,8,5,0.5556,0.009444,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1130,1789,0.4545,0.2582,0.9127,62,False,8,8,0,0.0,0.100064,False,False,,salar de atacama,sqm,0.7291
1130,1874,0.6356,0.5679,0.7937,451,True,8,17,5,0.2778,0.091295,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1130,1888,0.6425,0.5679,0.8165,411,True,8,10,5,0.4545,0.05241,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1130,1946,0.4502,0.2582,0.8982,256,False,8,6,0,0.0,0.046601,False,True,,salar de atacama,sqm,0.7291
1130,2018,0.661,0.5679,0.8781,159,False,8,6,5,0.7143,0.001021,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1149,1232,0.9841,1.0,0.947,1,False,1,2,0,0.0,0.011765,True,True,ceol en laguna verde,laguna verde,"comunidades colla runa urka, pai ote y sol naciente de pastos grandes",1.0
1152,1153,0.4945,0.3356,0.8654,65,False,25,15,14,0.5833,0.000239,False,True,estrategia nacional del litio,,,0.6712
1152,1157,0.5051,0.3356,0.9005,55,False,25,26,22,0.8148,0.001548,False,True,estrategia nacional del litio,,,0.6712
1152,1159,0.5124,0.3356,0.925,98,False,25,25,23,0.92,0.000153,False,True,estrategia nacional del litio,,,0.6712
1152,1161,0.6409,0.5,0.9695,1,False,25,1,0,0.0,0.011765,True,True,,hilaricos,comunidades aymara y quechua;ministerio de mineria,1.0
1152,1173,0.489,0.3356,0.8468,246,False,25,25,22,0.8462,0.000845,False,True,estrategia nacional del litio,,,0.6712
1152,1218,0.5117,0.3356,0.9226,331,False,25,19,16,0.6154,0.000901,False,True,estrategia nacional del litio,,,0.6712
1152,1229,0.633,0.4922,0.9615,69,False,25,22,21,0.875,0.000149,False,True,estrategia nacional del litio,,ministerio de mineria,0.783
1152,1233,0.6302,0.4922,0.9521,21,False,25,25,23,0.92,0.000418,False,True,estrategia nacional del litio,,ministerio de mineria,0.783
1152,1237,0.6202,0.4922,0.9189,74,False,25,29,23,0.7931,0.000432,False,True,estrategia nacional del litio,,ministerio de mineria,0.783
1152,1653,0.4902,0.3356,0.8511,23,False,25,23,22,0.9167,0.000153,False,True,estrategia nacional del litio,,,0.6712
1152,1852,0.465,0.3356,0.7669,63,False,25,24,15,0.4688,0.007021,False,True,estrategia nacional del litio,,,0.6712
1152,1868,0.4819,0.3356,0.8232,27,False,25,27,21,0.7241,0.005381,False,True,estrategia nacional del litio,,,0.6712
1152,1870,0.4804,0.3356,0.8184,29,False,25,23,21,0.84,0.000241,False,True,estrategia nacional del litio,,,0.6712
1152,1909,0.5081,0.3356,0.9105,65,False,25,23,14,0.4375,0.000748,False,True,estrategia nacional del litio,,,0.6712
1152,1910,0.5018,0.3356,0.8896,65,False,25,23,14,0.4375,0.000748,False,True,estrategia nacional del litio,,,0.6712
1152,1911,0.5098,0.3356,0.9163,65,False,25,23,14,0.4375,0.000748,False,True,estrategia nacional del litio,,,0.6712
1152,1912,0.4966,0.3356,0.8723,65,False,25,15,14,0.5833,0.000239,False,True,estrategia nacional del litio,,,0.6712
1152,1913,0.5011,0.3356,0.8873,65,False,25,23,14,0.4375,0.000748,False,True,estrategia nacional del litio,,,0.6712
1152,1915,0.4875,0.3356,0.842,65,False,25,16,14,0.56,0.000262,False,True,estrategia nacional del litio,,,0.6712
1152,1988,0.4593,0.3356,0.7479,65,False,25,5,4,0.1667,0.002318,False,True,estrategia nacional del litio,,,0.6712
1152,2163,0.4712,0.3356,0.7875,115,False,25,24,21,0.8077,0.000237,False,True,estrategia nacional del litio,,,0.6712
1153,1157,0.4852,0.3356,0.8345,120,False,15,26,14,0.56,0.001062,False,False,estrategia nacional del litio,,,0.6712
1153,1159,0.499,0.3356,0.8805,163,False,15,25,14,0.5833,0.000177,False,False,estrategia nacional del litio,,,0.6712
1153,1173,0.4776,0.3356,0.8088,311,False,15,25,14,0.5833,0.000617,False,False,estrategia nacional del litio,,,0.6712
1153,1218,0.6616,0.5528,0.9154,396,True,15,19,13,0.6842,0.00055,False,False,estrategia nacional del litio,region de antofagasta,,0.7241
1153,1229,0.4948,0.3356,0.8663,4,False,15,22,13,0.5909,0.000169,False,False,estrategia nacional del litio,,,0.6712
1153,1233,0.4983,0.3356,0.8779,44,False,15,25,14,0.5833,0.000309,False,True,estrategia nacional del litio,,,0.6712
1153,1237,0.4984,0.3356,0.8783,139,False,15,29,14,0.5,0.000317,False,False,estrategia nacional del litio,,,0.6712
1153,1653,0.466,0.3356,0.7704,42,False,15,23,14,0.6364,0.000156,False,False,estrategia nacional del litio,,,0.6712
1153,1868,0.471,0.3356,0.787,38,False,15,27,13,0.4815,0.004159,False,False,estrategia nacional del litio,,,0.6712
1153,1870,0.4757,0.3356,0.8026,36,False,15,23,13,0.5652,0.000332,False,False,estrategia nacional del litio,,,0.6712
1153,2163,0.4713,0.3356,0.788,180,False,15,24,14,0.6087,0.000287,False,False,estrategia nacional del litio,,,0.6712
1157,1159,0.5061,0.3356,0.904,43,False,26,25,23,0.8846,0.000746,False,False,estrategia nacional del litio,,,0.6712
1157,1173,0.4824,0.3356,0.8249,191,False,26,25,24,0.96,0.000104,False,False,estrategia nacional del litio,,,0.6712
1157,1218,0.5014,0.3356,0.8883,276,False,26,19,18,0.72,0.000158,False,False,estrategia nacional del litio,,,0.6712
1157,1229,0.5009,0.3356,0.8867,124,False,26,22,20,0.7692,0.001226,False,False,estrategia nacional del litio,,,0.6712
1157,1233,0.5031,0.3356,0.8939,76,False,26,25,22,0.8148,0.002252,False,True,estrategia nacional del litio,,,0.6712
1157,1237,0.5053,0.3356,0.9013,19,False,26,29,23,0.7667,0.00196,False,False,estrategia nacional del litio,,,0.6712
1157,1653,0.4895,0.3356,0.8485,78,False,26,23,22,0.88,0.000704,False,False,estrategia nacional del litio,,,0.6712
1157,1852,0.4754,0.3356,0.8016,118,False,26,24,15,0.4545,0.014724,False,False,estrategia nacional del litio,,,0.6712
1157,1868,0.4813,0.3356,0.8213,82,False,26,27,21,0.7,0.007996,False,False,estrategia nacional del litio,,,0.6712
1157,1870,0.4845,0.3356,0.8318,84,False,26,23,21,0.8077,0.000519,False,False,estrategia nacional del litio,,,0.6712
1157,1909,0.4968,0.3356,0.8729,120,False,26,23,14,0.4242,0.000388,False,False,estrategia nacional del litio,,,0.6712
1157,1910,0.4926,0.3356,0.8588,120,False,26,23,14,0.4242,0.000388,False,False,estrategia nacional del litio,,,0.6712
1157,1911,0.4943,0.3356,0.8646,120,False,26,23,14,0.4242,0.000388,False,False,estrategia nacional del litio,,,0.6712
1157,1912,0.4821,0.3356,0.824,120,False,26,15,14,0.56,0.001062,False,False,estrategia nacional del litio,,,0.6712
1157,1913,0.4899,0.3356,0.8499,120,False,26,23,14,0.4242,0.000388,False,False,estrategia nacional del litio,,,0.6712
1157,1915,0.4805,0.3356,0.8187,120,False,26,16,14,0.5385,0.000648,False,False,estrategia nacional del litio,,,0.6712
1157,2163,0.4669,0.3356,0.7733,60,False,26,24,22,0.8462,0.000476,False,False,estrategia nacional del litio,,,0.6712
1157,2206,0.634,0.5076,0.929,875,True,26,22,1,0.0222,0.020996,False,False,estrategia nacional del litio,salar de maricunga,,0.6712
1157,2209,0.6163,0.5076,0.87,539,True,26,28,5,0.1064,0.017899,False,False,estrategia nacional del litio,salar de maricunga,,0.6712
1159,1173,0.5829,0.4479,0.8979,148,False,25,25,23,0.92,0.000402,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1218,0.5028,0.3356,0.8929,233,False,25,19,17,0.68,0.000459,False,False,estrategia nacional del litio,,,0.6712
1159,1229,0.5045,0.3356,0.8988,167,False,25,22,21,0.875,8.8e-05,False,False,estrategia nacional del litio,,,0.6712
1159,1233,0.5112,0.3356,0.921,119,False,25,25,23,0.92,0.00023,False,True,estrategia nacional del litio,,,0.6712
1159,1237,0.52,0.3356,0.9505,24,False,25,29,24,0.8571,0.000209,False,False,estrategia nacional del litio,,,0.6712
1159,1653,0.5687,0.4479,0.8506,121,False,25,23,22,0.9167,9e-05,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1852,0.5491,0.4479,0.7851,161,False,25,24,15,0.4688,0.004091,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1868,0.554,0.4479,0.8014,125,False,25,27,21,0.7241,0.003158,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1870,0.5619,0.4479,0.8279,127,False,25,23,21,0.84,0.000141,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1909,0.5908,0.4479,0.924,163,False,25,23,14,0.4375,0.000436,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1910,0.5809,0.4479,0.891,163,False,25,23,14,0.4375,0.000436,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1911,0.5867,0.4479,0.9106,163,False,25,23,14,0.4375,0.000436,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1912,0.4921,0.3356,0.8571,163,False,25,15,14,0.5833,0.000177,False,False,estrategia nacional del litio,,,0.6712
1159,1913,0.5813,0.4479,0.8924,163,False,25,23,14,0.4375,0.000436,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1159,1915,0.4933,0.3356,0.8613,163,False,25,16,14,0.56,0.000177,False,False,estrategia nacional del litio,,,0.6712
1159,1988,0.463,0.3356,0.7603,163,False,25,5,4,0.1667,0.002345,False,False,estrategia nacional del litio,,,0.6712
1159,2163,0.4924,0.3356,0.8584,17,False,25,24,22,0.88,0.00013,False,False,estrategia nacional del litio,,,0.6712
1162,1515,0.6638,0.5679,0.8874,486,True,6,8,5,0.7143,0.000644,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1162,1874,0.6539,0.5679,0.8546,82,False,6,17,5,0.3125,0.006225,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1162,1888,0.6556,0.5679,0.8604,42,False,6,10,5,0.5556,0.003573,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1162,2018,0.6457,0.5679,0.8271,528,True,6,6,5,1.0,7e-05,False,False,explotacion de litio en el salar de atacama,salar de atacama,,0.9111
1169,1177,0.4854,0.2917,0.9372,1,False,4,4,2,0.5,0.000104,False,False,,salar de agua amarga,,0.9724
1169,1237,0.622,0.4917,0.9261,1,False,4,29,3,0.1071,0.00583,False,False,,salar de agua amarga,"comunidades colla (geoxcultuxial, comuna diego de almagro, chiyagua, runa urka y martires jeronimo);ministerio de mineria",1.0
1169,2199,0.6355,0.4917,0.9708,1,False,4,4,2,0.5,0.000104,False,False,,salar de agua amarga,"comunidades colla (geoxcultuxial, comuna diego de almagro, chiyagua, runa urka y martires jeronimo);ministerio de mineria",1.0
1173,1218,0.4795,0.3356,0.8154,85,False,25,19,18,0.75,0.000123,False,False,estrategia nacional del litio,,,0.6712
1173,1229,0.487,0.3356,0.8402,315,False,25,22,20,0.8,0.000683,False,False,estrategia nacional del litio,,,0.6712
1173,1233,0.492,0.3356,0.8569,267,False,25,25,22,0.8462,0.001229,False,True,estrategia nacional del litio,,,0.6712
1173,1237,0.5054,0.3356,0.9017,172,False,25,29,23,0.7931,0.001056,False,False,estrategia nacional del litio,,,0.6712
1173,1653,0.5729,0.4479,0.8645,269,False,25,23,22,0.9167,0.000385,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1852,0.5457,0.4479,0.7739,309,False,25,24,15,0.4688,0.008296,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1868,0.558,0.4479,0.8147,273,False,25,27,21,0.7241,0.004893,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1870,0.5705,0.4479,0.8564,275,False,25,23,21,0.84,0.000318,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1909,0.5543,0.4479,0.8026,311,False,25,23,14,0.4375,0.000338,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1910,0.5522,0.4479,0.7955,311,False,25,23,14,0.4375,0.000338,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1911,0.5503,0.4479,0.789,311,False,25,23,14,0.4375,0.000338,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1912,0.4641,0.3356,0.764,311,False,25,15,14,0.5833,0.000617,False,False,estrategia nacional del litio,,,0.6712
1173,1913,0.5522,0.4479,0.7955,311,False,25,23,14,0.4375,0.000338,False,False,estrategia nacional del litio,salar de atacama,,0.6712
1173,1915,0.4727,0.3356,0.7927,311,False,25,16,14,0.56,0.000411,False,False,estrategia nacional del litio,,,0.6712
1173,2163,0.4929,0.3356,0.8598,131,False,25,24,22,0.88,0.000293,False,False,estrategia nacional del litio,,,0.6712
1173,2209,0.4953,0.3356,0.8679,348,False,25,28,4,0.0851,0.01879,False,False,estrategia nacional del litio,,,0.6712
1176,1569,0.6542,0.5599,0.8742,468,True,9,12,8,0.7273,0.000914,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1573,0.6657,0.5599,0.9125,467,True,9,9,8,1.0,7e-05,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1843,0.6483,0.5599,0.8544,204,False,9,8,7,0.875,0.000101,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1846,0.6497,0.5599,0.8592,204,False,9,11,7,0.6364,0.002073,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1893,0.6486,0.5599,0.8556,49,False,9,15,8,0.5714,0.007556,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1899,0.6508,0.5599,0.8627,33,False,9,10,8,0.8889,0.000139,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1904,0.644,0.5599,0.8402,151,False,9,9,8,1.0,7e-05,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1938,0.6635,0.5599,0.9051,506,True,9,10,8,0.8889,0.000835,False,True,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1176,1951,0.6618,0.5599,0.8996,502,True,9,9,8,1.0,7e-05,False,False,acuerdo codelco-sqm para explotacion de litio,salar de atacama,,0.8952
1177,1237,0.4811,0.2917,0.9229,2,False,4,29,3,0.1071,0.00583,False,False,,salar de agua amarga,,0.9724
1177,2094,0.4861,0.2917,0.9396,1,False,4,4,2,0.5,0.000104,False,False,,salar de agua amarga,,0.9724
1205,1242,0.5823,0.4479,0.8959,53,False,24,16,15,0.6522,0.003584,False,True,estrategia nacional del litio,salar de atacama,,0.6712
1205,1244,0.5208,0.3356,0.9529,71,False,24,14,13,0.5652,0.003727,False,True,estrategia nacional del litio,,,0.6712
1205,1868,0.6624,0.5718,0.8737,978,True,24,27,5,0.1136,0.042627,False,True,estrategia nacional del litio,salar de atacama,gobierno de chile,0.6712
1205,1870,0.6712,0.5718,0.9031,980,True,24,23,5,0.125,0.003585,False,True,estrategia nacional del litio,salar de atacama,gobierno de chile,0.6712
1205,1909,0.6509,0.5694,0.8409,1016,True,24,23,9,0.25,0.002308,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1205,1910,0.7067,0.6479,0.8439,1016,True,24,23,9,0.25,0.002308,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos;gobierno de chile,0.6712
1205,1911,0.7023,0.6479,0.8291,1016,True,24,23,9,0.25,0.002308,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos;gobierno de chile,0.6712
1205,1913,0.6497,0.5694,0.8368,1016,True,24,23,9,0.25,0.002308,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1205,1928,0.6567,0.5694,0.8603,15,False,24,19,18,0.7826,0.000587,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1205,1930,0.6719,0.5694,0.911,15,False,24,19,18,0.7826,0.000587,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1205,1932,0.4979,0.3123,0.9309,1,False,24,1,0,0.0,0.011765,True,True,,salar de atacama,consejo de pueblos atacamenos;gobierno de chile,0.6169
1205,1933,0.6561,0.5694,0.8583,71,False,24,18,17,0.7391,0.000594,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1205,1954,0.6418,0.5694,0.8105,71,False,24,18,17,0.7391,0.000594,False,True,estrategia nacional del litio,salar de atacama,consejo de pueblos atacamenos,0.6712
1205,1972,0.5755,0.4571,0.8519,71,False,24,13,12,0.5217,0.003734,False,True,estrategia nacional del litio,,consejo de pueblos atacamenos,0.6712
1205,2206,0.5052,0.3356,0.9008,21,False,24,22,15,0.5172,0.004991,False,True,estrategia nacional del litio,,,0.6712
1205,2209,0.5102,0.3356,0.9178,357,False,24,28,15,0.4286,0.005913,False,True,estrategia nacional del litio,,,0.6712
1205,2210,0.6001,0.4479,0.9552,14,False,24,14,13,0.5652,0.003701,False,True,estrategia nacional del litio,salar de atacama,,0.6712
1205,2211,0.5457,0.4479,0.7737,20,False,24,15,14,0.6087,0.00359,False,True,estrategia nacional del litio,salar de atacama,,0.6712
1211,1225,0.5071,0.3511,0.8712,364,False,4,8,2,0.25,0.001323,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1211,1576,0.5014,0.3511,0.8523,5,False,4,18,2,0.1111,0.013872,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1211,2209,0.4982,0.3511,0.8415,278,False,4,28,2,0.0714,0.008196,False,True,,salar de maricunga,comunidad colla pai ote,0.8952
1218,1233,0.5038,0.3356,0.8962,352,False,19,25,16,0.6154,0.001286,False,True,estrategia nacional del litio,,,0.6712
1218,1237,0.4978,0.3356,0.8764,257,False,19,29,17,0.5862,0.001113,False,False,estrategia nacional del litio,,,0.6712
1218,1653,0.4736,0.3356,0.7958,354,False,19,23,16,0.6667,0.000438,False,False,estrategia nacional del litio,,,0.6712
